school,sport,gamedate,type,opponent,conf,result,team_points,opp_points,ot,w,l,streak,arena,attendance,rank,gametime
michigan state,basketball,2014-01-21,REG,Indiana,Big Ten,W,71,66,,18,1,W 11,Breslin Events Center,0.0,3,
michigan state,basketball,2014-01-25,REG,Michigan (21),Big Ten,L,75,80,,18,2,L 1,Breslin Events Center,0.0,3,
michigan state,basketball,2014-01-28,REG,Iowa (15),Big Ten,W,71,69,OT,19,2,W 1,Carver-Hawkeye Arena,0.0,7,
michigan state,basketball,2014-02-01,REG,Georgetown,Big East,L,60,64,,19,3,L 1,,0.0,7,
michigan state,basketball,2014-02-06,REG,Penn State,Big Ten,W,82,67,,20,3,W 1,Breslin Events Center,0.0,9,
michigan state,basketball,2014-02-09,REG,Wisconsin,Big Ten,L,58,60,,20,4,L 1,Kohl Center,0.0,9,
michigan state,basketball,2014-02-13,REG,Northwestern,Big Ten,W,85,70,,21,4,W 1,Breslin Events Center,0.0,9,
michigan state,basketball,2014-02-16,REG,Nebraska,Big Ten,L,51,60,,21,5,L 1,Breslin Events Center,0.0,9,
michigan state,basketball,2014-02-20,REG,Purdue,Big Ten,W,94,79,,22,5,W 1,Mackey Arena,0.0,13,
michigan state,basketball,2014-02-23,REG,Michigan (20),Big Ten,L,70,79,,22,6,L 1,Crisler Arena,0.0,13,
michigan state,basketball,2014-03-01,REG,Illinois,Big Ten,L,46,53,,22,7,L 2,Breslin Events Center,0.0,18,
michigan state,basketball,2014-03-06,REG,Iowa (24),Big Ten,W,86,76,,23,7,W 1,Breslin Events Center,0.0,22,
michigan state,basketball,2014-03-09,REG,Ohio State,Big Ten,L,67,69,,23,8,L 1,Value City Arena,0.0,22,
michigan state,basketball,2014-03-14,CTOURN,Northwestern,Big Ten,W,67,51,,24,8,W 1,,0.0,22,
michigan state,basketball,2014-03-15,CTOURN,Wisconsin (12),Big Ten,W,83,75,,25,8,W 2,,0.0,22,
michigan state,basketball,2014-03-16,CTOURN,Michigan (8),Big Ten,W,69,55,,26,8,W 3,Conseco Fieldhouse,0.0,22,
michigan state,basketball,2014-03-20,NCAA,Delaware,CAA,W,93,78,,27,8,W 4,Spokane Veterans Memorial Arena,0.0,,
michigan state,basketball,2014-03-22,NCAA,Harvard,Ivy,W,80,73,,28,8,W 5,Spokane Veterans Memorial Arena,0.0,,
michigan state,basketball,2014-03-28,NCAA,Virginia (3),ACC,W,61,59,,29,8,W 6,Madison Square Garden (IV),0.0,,
michigan state,basketball,2014-03-30,NCAA,Connecticut (18),AAC,L,54,60,,29,9,L 1,Madison Square Garden (IV),0.0,,
michigan state,basketball,2014-11-14,REG,Navy,Patriot,W,64,59,,1,0,W 1,Alumni Hall,0.0,18,9:40p
michigan state,basketball,2014-11-18,REG,Duke (4),ACC,L,71,81,,1,1,L 1,Bankers Life Fieldhouse,0.0,19,7:00p
michigan state,basketball,2014-11-21,REG,Loyola (IL),MVC,W,87,52,,2,1,W 1,Breslin Events Center,0.0,19,7:00p
michigan state,basketball,2014-11-24,REG,Santa Clara,WCC,W,79,52,,3,1,W 2,Breslin Events Center,0.0,20,7:00p
michigan state,basketball,2014-11-27,REG,Rider,MAAC,W,77,45,,4,1,W 3,HP Field House,0.0,20,6:35p
michigan state,basketball,2014-11-28,REG,Marquette,Big East,W,79,68,,5,1,W 4,HP Field House,0.0,20,9:00p
michigan state,basketball,2014-11-30,REG,Kansas (11),Big 12,L,56,61,,5,2,L 1,HP Field House,0.0,20,1:00p
michigan state,basketball,2014-12-03,REG,Notre Dame,ACC,L,78,79,OT,5,3,L 2,Purcell Pavilion at the Joyce Center,0.0,19,7:15p
michigan state,basketball,2014-12-06,REG,Arkansas-Pine Bluff,SWAC,W,85,52,,6,3,W 1,Breslin Events Center,0.0,19,2:15p
michigan state,basketball,2014-12-14,REG,Oakland,Horizon,W,87,61,,7,3,W 2,Breslin Events Center,0.0,-,8:00p
michigan state,basketball,2014-12-17,REG,Eastern Michigan,MAC,W,66,46,,8,3,W 3,Breslin Events Center,0.0,25,9:00p
michigan state,basketball,2014-12-20,REG,Texas Southern,SWAC,L,64,71,OT,8,4,L 1,Breslin Events Center,0.0,25,5:00p
michigan state,basketball,2014-12-22,REG,The Citadel,Southern,W,82,56,,9,4,W 1,Breslin Events Center,0.0,-,6:00p
michigan state,basketball,2014-12-30,REG,Maryland (12),Big Ten,L,66,68,2OT,9,5,L 1,Breslin Events Center,0.0,-,5:00p
michigan state,basketball,2015-01-05,REG,Indiana,Big Ten,W,70,50,,10,5,W 1,Breslin Events Center,0.0,-,7:00p
michigan state,basketball,2015-01-08,REG,Iowa,Big Ten,W,75,61,,11,5,W 2,Carver-Hawkeye Arena,0.0,-,7:00p
michigan state,basketball,2015-01-11,REG,Northwestern,Big Ten,W,84,77,OT,12,5,W 3,Breslin Events Center,0.0,-,12:00p
michigan state,basketball,2015-01-17,REG,Maryland (14),Big Ten,L,59,75,,12,6,L 1,Xfinity Center,0.0,-,4:00p
michigan state,basketball,2015-01-21,REG,Penn State,Big Ten,W,66,60,,13,6,W 1,Breslin Events Center,0.0,-,7:00p
michigan state,basketball,2015-01-24,REG,Nebraska,Big Ten,L,77,79,,13,7,L 1,Pinnacle Bank Arena,0.0,-,4:00p
michigan state,basketball,2015-01-29,REG,Rutgers,Big Ten,W,71,51,,14,7,W 1,Louis Brown Athletic Center,0.0,-,6:00p
michigan state,basketball,2015-02-01,REG,Michigan,Big Ten,W,76,66,OT,15,7,W 2,Breslin Events Center,0.0,-,1:00p
michigan state,basketball,2015-02-07,REG,Illinois,Big Ten,L,54,59,,15,8,L 1,Breslin Events Center,0.0,-,12:00p
michigan state,basketball,2015-02-10,REG,Northwestern,Big Ten,W,68,44,,16,8,W 1,Welsh-Ryan Arena,0.0,-,7:00p
michigan state,basketball,2015-02-14,REG,Ohio State (23),Big Ten,W,59,56,,17,8,W 2,Breslin Events Center,0.0,-,12:00p
michigan state,basketball,2015-02-17,REG,Michigan,Big Ten,W,80,67,,18,8,W 3,Crisler Arena,0.0,-,9:00p
michigan state,basketball,2015-02-22,REG,Illinois,Big Ten,W,60,53,,19,8,W 4,State Farm Center,0.0,-,7:30p
michigan state,basketball,2015-02-26,REG,Minnesota,Big Ten,L,90,96,OT,19,9,L 1,Breslin Events Center,0.0,-,7:00p
michigan state,basketball,2015-03-01,REG,Wisconsin (5),Big Ten,L,61,68,,19,10,L 2,Kohl Center,0.0,-,4:00p
michigan state,basketball,2015-03-04,REG,Purdue,Big Ten,W,72,66,,20,10,W 1,Breslin Events Center,0.0,-,8:00p
michigan state,basketball,2015-03-07,REG,Indiana,Big Ten,W,74,72,,21,10,W 2,Assembly Hall,0.0,-,12:00p
michigan state,basketball,2015-03-13,CTOURN,Ohio State,Big Ten,W,76,67,,22,10,W 3,United Center,0.0,-,9:15p
michigan state,basketball,2015-03-14,CTOURN,Maryland (8),Big Ten,W,62,58,,23,10,W 4,United Center,0.0,-,3:25p
michigan state,basketball,2015-03-15,CTOURN,Wisconsin (6),Big Ten,L,69,80,OT,23,11,L 1,United Center,0.0,-,3:30p
michigan state,basketball,2015-03-20,NCAA,Georgia,SEC,W,70,63,,24,11,W 1,Spectrum Center,0.0,,12:40p
michigan state,basketball,2015-03-22,NCAA,Virginia (6),ACC,W,60,54,,25,11,W 2,Spectrum Center,0.0,,12:10p
michigan state,basketball,2015-03-27,NCAA,Oklahoma (13),Big 12,W,62,58,,26,11,W 3,Carrier Dome,0.0,,10:16p
michigan state,basketball,2015-03-29,NCAA,Louisville (17),ACC,W,76,70,OT,27,11,W 4,Carrier Dome,0.0,,2:20p
michigan state,basketball,2015-04-04,NCAA,Duke (4),ACC,L,61,81,,27,12,L 1,Lucas Oil Stadium,0.0,,6:09p
michigan state,basketball,2015-11-13,REG,Florida Atlantic,CUSA,W,82,55,,1,0,W 1,Breslin Events Center,0.0,13,7:00p
michigan state,basketball,2015-11-17,REG,Kansas (4),Big 12,W,79,73,,2,0,W 2,United Center,0.0,13,10:00p
michigan state,basketball,2015-11-20,REG,Arkansas-Pine Bluff,SWAC,W,92,46,,3,0,W 3,Breslin Events Center,0.0,13,7:00p
michigan state,basketball,2015-11-23,REG,Eastern Michigan,MAC,W,89,65,,4,0,W 4,Breslin Events Center,0.0,3,7:00p
michigan state,basketball,2015-11-26,REG,Boston College,ACC,W,99,68,,5,0,W 5,Titan Gym,0.0,3,6:30p
michigan state,basketball,2015-11-27,REG,Boise State,MWC,W,77,67,,6,0,W 6,Titan Gym,0.0,3,5:30p
michigan state,basketball,2015-11-29,REG,Providence,Big East,W,77,64,,7,0,W 7,Honda Center,0.0,3,10:00p
michigan state,basketball,2015-12-02,REG,Louisville (24),ACC,W,71,67,,8,0,W 8,Breslin Events Center,0.0,3,7:15p
michigan state,basketball,2015-12-05,REG,Binghamton,AEC,W,76,33,,9,0,W 9,Breslin Events Center,0.0,3,12:00p
michigan state,basketball,2015-12-09,REG,Maryland-Eastern Shore,MEAC,W,78,35,,10,0,W 10,Breslin Events Center,0.0,1,7:00p
michigan state,basketball,2015-12-12,REG,Florida,SEC,W,58,52,,11,0,W 11,Breslin Events Center,0.0,1,6:00p
michigan state,basketball,2015-12-19,REG,Northeastern,CAA,W,78,58,,12,0,W 12,Matthews Arena,0.0,1,12:30p
michigan state,basketball,2015-12-22,REG,Oakland,Horizon,W,99,93,OT,13,0,W 13,Palace of Auburn Hills,0.0,1,7:00p
michigan state,basketball,2015-12-29,REG,Iowa,Big Ten,L,70,83,,13,1,L 1,Carver-Hawkeye Arena,0.0,1,9:00p
michigan state,basketball,2016-01-02,REG,Minnesota,Big Ten,W,69,61,,14,1,W 1,Williams Arena,0.0,1,3:00p
michigan state,basketball,2016-01-07,REG,Illinois,Big Ten,W,79,54,,15,1,W 2,Breslin Events Center,0.0,5,9:00p
michigan state,basketball,2016-01-10,REG,Penn State,Big Ten,W,92,65,,16,1,W 3,Bryce Jordan Center,0.0,5,12:00p
michigan state,basketball,2016-01-14,REG,Iowa (16),Big Ten,L,59,76,,16,2,L 1,Breslin Events Center,0.0,4,7:00p
michigan state,basketball,2016-01-17,REG,Wisconsin,Big Ten,L,76,77,,16,3,L 2,Kohl Center,0.0,4,1:30p
michigan state,basketball,2016-01-20,REG,Nebraska,Big Ten,L,71,72,,16,4,L 3,Breslin Events Center,0.0,11,6:30p
michigan state,basketball,2016-01-23,REG,Maryland (7),Big Ten,W,74,65,,17,4,W 1,Breslin Events Center,0.0,11,6:30p
michigan state,basketball,2016-01-28,REG,Northwestern,Big Ten,W,76,45,,18,4,W 2,Welsh-Ryan Arena,0.0,12,9:00p
michigan state,basketball,2016-01-31,REG,Rutgers,Big Ten,W,96,62,,19,4,W 3,Breslin Events Center,0.0,12,5:15p
michigan state,basketball,2016-02-06,REG,Michigan,Big Ten,W,89,73,,20,4,W 4,Crisler Arena,0.0,10,2:00p
michigan state,basketball,2016-02-09,REG,Purdue (18),Big Ten,L,81,82,OT,20,5,L 1,Mackey Arena,0.0,8,7:00p
michigan state,basketball,2016-02-14,REG,Indiana,Big Ten,W,88,69,,21,5,W 1,Breslin Events Center,0.0,8,1:00p
michigan state,basketball,2016-02-18,REG,Wisconsin,Big Ten,W,69,57,,22,5,W 2,Breslin Events Center,0.0,8,9:00p
michigan state,basketball,2016-02-23,REG,Ohio State,Big Ten,W,81,62,,23,5,W 3,Value City Arena,0.0,6,9:00p
michigan state,basketball,2016-02-28,REG,Penn State,Big Ten,W,88,57,,24,5,W 4,Breslin Events Center,0.0,6,12:00p
michigan state,basketball,2016-03-02,REG,Rutgers,Big Ten,W,97,66,,25,5,W 5,Louis Brown Athletic Center,0.0,2,7:00p
michigan state,basketball,2016-03-05,REG,Ohio State,Big Ten,W,91,76,,26,5,W 6,Breslin Events Center,0.0,2,12:00p
michigan state,basketball,2016-03-11,CTOURN,Ohio State,Big Ten,W,81,54,,27,5,W 7,Bankers Life Fieldhouse,0.0,2,6:30p
michigan state,basketball,2016-03-12,CTOURN,Maryland (18),Big Ten,W,64,61,,28,5,W 8,Bankers Life Fieldhouse,0.0,2,3:30p
michigan state,basketball,2016-03-13,CTOURN,Purdue (13),Big Ten,W,66,62,,29,5,W 9,Bankers Life Fieldhouse,0.0,2,3:00p
michigan state,basketball,2016-03-18,NCAA,Middle Tennessee,CUSA,L,81,90,,29,6,L 1,Scottrade Center,0.0,,2:45p
michigan state,basketball,2016-11-11,REG,Arizona (10),Pac-12,L,63,65,,0,1,L 1,Stan Sheriff Center,0.0,12,7:00p
michigan state,basketball,2016-11-15,REG,Kentucky (2),SEC,L,48,69,,0,2,L 2,Madison Square Garden (IV),0.0,13,7:00p
michigan state,basketball,2016-11-18,REG,Mississippi Valley State,SWAC,W,100,53,,1,2,W 1,Breslin Events Center,0.0,13,7:00p
michigan state,basketball,2016-11-20,REG,Florida Gulf Coast,A-Sun,W,78,77,,2,2,W 2,Breslin Events Center,0.0,13,7:00p
michigan state,basketball,2016-11-23,REG,St. John's (NY),Big East,W,73,62,,3,2,W 3,Imperial Arena at Atlantis Resort,0.0,24,7:00p
michigan state,basketball,2016-11-24,REG,Baylor (20),Big 12,L,58,73,,3,3,L 1,Imperial Arena at Atlantis Resort,0.0,24,12:00p
michigan state,basketball,2016-11-25,REG,Wichita State,MVC,W,77,72,,4,3,W 1,Imperial Arena at Atlantis Resort,0.0,24,1:00p
michigan state,basketball,2016-11-29,REG,Duke (5),ACC,L,69,78,,4,4,L 1,Cameron Indoor Stadium,0.0,-,9:30p
michigan state,basketball,2016-12-03,REG,Oral Roberts,Summit,W,80,76,,5,4,W 1,Breslin Events Center,0.0,-,4:30p
michigan state,basketball,2016-12-06,REG,Youngstown State,Horizon,W,77,57,,6,4,W 2,Breslin Events Center,0.0,-,7:00p
michigan state,basketball,2016-12-10,REG,Tennessee Tech,OVC,W,71,63,,7,4,W 3,Breslin Events Center,0.0,-,2:00p
michigan state,basketball,2016-12-18,REG,Northeastern,CAA,L,73,81,,7,5,L 1,Breslin Events Center,0.0,-,7:00p
michigan state,basketball,2016-12-21,REG,Oakland,Horizon,W,77,65,,8,5,W 1,Breslin Events Center,0.0,-,7:00p
michigan state,basketball,2016-12-27,REG,Minnesota,Big Ten,W,75,74,OT,9,5,W 2,Williams Arena,0.0,-,9:00p
michigan state,basketball,2016-12-30,REG,Northwestern,Big Ten,W,61,52,,10,5,W 3,Breslin Events Center,0.0,-,6:00p
michigan state,basketball,2017-01-04,REG,Rutgers,Big Ten,W,93,65,,11,5,W 4,Breslin Events Center,0.0,-,6:30p
michigan state,basketball,2017-01-07,REG,Penn State,Big Ten,L,63,72,,11,6,L 1,The Palestra,0.0,-,1:00p
michigan state,basketball,2017-01-11,REG,Minnesota (24),Big Ten,W,65,47,,12,6,W 1,Breslin Events Center,0.0,-,7:00p
michigan state,basketball,2017-01-15,REG,Ohio State,Big Ten,L,67,72,,12,7,L 1,Value City Arena,0.0,-,1:30p
michigan state,basketball,2017-01-21,REG,Indiana,Big Ten,L,75,82,,12,8,L 2,Assembly Hall,0.0,-,4:00p
michigan state,basketball,2017-01-24,REG,Purdue (20),Big Ten,L,73,84,,12,9,L 3,Breslin Events Center,0.0,-,7:00p
michigan state,basketball,2017-01-29,REG,Michigan,Big Ten,W,70,62,,13,9,W 1,Breslin Events Center,0.0,-,1:00p
michigan state,basketball,2017-02-02,REG,Nebraska,Big Ten,W,72,61,,14,9,W 2,Pinnacle Bank Arena,0.0,-,7:00p
michigan state,basketball,2017-02-07,REG,Michigan,Big Ten,L,57,86,,14,10,L 1,Crisler Arena,0.0,-,9:00p
michigan state,basketball,2017-02-11,REG,Iowa,Big Ten,W,77,66,,15,10,W 1,Breslin Events Center,0.0,-,6:00p
michigan state,basketball,2017-02-14,REG,Ohio State,Big Ten,W,74,66,,16,10,W 2,Breslin Events Center,0.0,-,9:00p
michigan state,basketball,2017-02-18,REG,Purdue (16),Big Ten,L,63,80,,16,11,L 1,Mackey Arena,0.0,-,4:00p
michigan state,basketball,2017-02-23,REG,Nebraska,Big Ten,W,88,72,,17,11,W 1,Breslin Events Center,0.0,-,7:00p
michigan state,basketball,2017-02-26,REG,Wisconsin (16),Big Ten,W,84,74,,18,11,W 2,Breslin Events Center,0.0,-,4:00p
michigan state,basketball,2017-03-01,REG,Illinois,Big Ten,L,70,73,,18,12,L 1,State Farm Center,0.0,-,9:00p
michigan state,basketball,2017-03-04,REG,Maryland,Big Ten,L,60,63,,18,13,L 2,Xfinity Center,0.0,-,2:00p
michigan state,basketball,2017-03-09,CTOURN,Penn State,Big Ten,W,78,51,,19,13,W 1,Verizon Center,0.0,-,2:25p
michigan state,basketball,2017-03-10,CTOURN,Minnesota,Big Ten,L,58,63,,19,14,L 1,Verizon Center,0.0,-,2:45p
michigan state,basketball,2017-03-17,NCAA,Miami (FL),ACC,W,78,58,,20,14,W 1,BOK Center,0.0,,9:20p
michigan state,basketball,2017-03-19,NCAA,Kansas (3),Big 12,L,70,90,,20,15,L 1,BOK Center,0.0,,5:15p
michigan state,basketball,2017-11-10,REG,North Florida,A-Sun,W,98,66,,1,0,W 1,Breslin Events Center,0.0,2,8:00p
michigan state,basketball,2017-11-14,REG,Duke (1),ACC,L,81,88,,1,1,L 1,United Center,0.0,2,7:00p
michigan state,basketball,2017-11-19,REG,Stony Brook,AEC,W,93,71,,2,1,W 1,Breslin Events Center,0.0,2,4:00p
michigan state,basketball,2017-11-23,REG,DePaul,Big East,W,73,51,,3,1,W 2,Moda Center,0.0,4,11:30p
michigan state,basketball,2017-11-25,REG,Connecticut,AAC,W,77,57,,4,1,W 3,Memorial Coliseum,0.0,4,12:00a
michigan state,basketball,2017-11-26,REG,North Carolina (9),ACC,W,63,45,,5,1,W 4,Moda Center,0.0,4,8:30p
michigan state,basketball,2017-11-30,REG,Notre Dame (5),ACC,W,81,63,,6,1,W 5,Breslin Events Center,0.0,3,7:00p
michigan state,basketball,2017-12-03,REG,Nebraska,Big Ten,W,86,57,,7,1,W 6,Breslin Events Center,0.0,3,4:30p
michigan state,basketball,2017-12-05,REG,Rutgers,Big Ten,W,62,52,,8,1,W 7,Louis Brown Athletic Center,0.0,3,7:00p
michigan state,basketball,2017-12-09,REG,Southern Utah,Big Sky,W,88,63,,9,1,W 8,Breslin Events Center,0.0,3,6:00p
michigan state,basketball,2017-12-16,REG,Oakland,Horizon,W,86,73,,10,1,W 9,Little Caesars Arena,0.0,2,2:00p
michigan state,basketball,2017-12-18,REG,Houston Baptist,Southland,W,107,62,,11,1,W 10,Breslin Events Center,0.0,2,6:00p
michigan state,basketball,2017-12-21,REG,Long Beach State,Big West,W,102,60,,12,1,W 11,Breslin Events Center,0.0,2,7:00p
michigan state,basketball,2017-12-29,REG,Cleveland State,Horizon,W,111,61,,13,1,W 12,Breslin Events Center,0.0,2,6:00p
michigan state,basketball,2017-12-31,REG,Savannah State,MEAC,W,108,52,,14,1,W 13,Breslin Events Center,0.0,2,12:00p
michigan state,basketball,2018-01-04,REG,Maryland,Big Ten,W,91,61,,15,1,W 14,Breslin Events Center,0.0,1,8:00p
michigan state,basketball,2018-01-07,REG,Ohio State,Big Ten,L,64,80,,15,2,L 1,Value City Arena,0.0,1,4:30p
michigan state,basketball,2018-01-10,REG,Rutgers,Big Ten,W,76,72,OT,16,2,W 1,Breslin Events Center,0.0,4,7:00p
michigan state,basketball,2018-01-13,REG,Michigan,Big Ten,L,72,82,,16,3,L 1,Breslin Events Center,0.0,4,12:00p
michigan state,basketball,2018-01-19,REG,Indiana,Big Ten,W,85,57,,17,3,W 1,Breslin Events Center,0.0,9,7:00p
michigan state,basketball,2018-01-22,REG,Illinois,Big Ten,W,87,74,,18,3,W 2,State Farm Center,0.0,6,9:00p
michigan state,basketball,2018-01-26,REG,Wisconsin,Big Ten,W,76,61,,19,3,W 3,Breslin Events Center,0.0,6,8:00p
michigan state,basketball,2018-01-28,REG,Maryland,Big Ten,W,74,68,,20,3,W 4,Xfinity Center,0.0,6,1:00p
michigan state,basketball,2018-01-31,REG,Penn State,Big Ten,W,76,68,,21,3,W 5,Breslin Events Center,0.0,5,6:30p
michigan state,basketball,2018-02-03,REG,Indiana,Big Ten,W,63,60,,22,3,W 6,Assembly Hall,0.0,5,8:15p
michigan state,basketball,2018-02-06,REG,Iowa,Big Ten,W,96,93,,23,3,W 7,Carver-Hawkeye Arena,0.0,4,9:00p
michigan state,basketball,2018-02-10,REG,Purdue (3),Big Ten,W,68,65,,24,3,W 8,Breslin Events Center,0.0,4,4:00p
michigan state,basketball,2018-02-13,REG,Minnesota,Big Ten,W,87,57,,25,3,W 9,Williams Arena,0.0,2,9:00p
michigan state,basketball,2018-02-17,REG,Northwestern,Big Ten,W,65,60,,26,3,W 10,Allstate Arena,0.0,2,2:00p
michigan state,basketball,2018-02-20,REG,Illinois,Big Ten,W,81,61,,27,3,W 11,Breslin Events Center,0.0,2,7:00p
michigan state,basketball,2018-02-25,REG,Wisconsin,Big Ten,W,68,63,,28,3,W 12,Kohl Center,0.0,2,1:00p
michigan state,basketball,2018-03-02,CTOURN,Wisconsin,Big Ten,W,63,60,,29,3,W 13,Madison Square Garden (IV),0.0,2,12:00p
michigan state,basketball,2018-03-03,CTOURN,Michigan (15),Big Ten,L,64,75,,29,4,L 1,Madison Square Garden (IV),0.0,2,2:00p
michigan state,basketball,2018-03-16,NCAA,Bucknell,Patriot,W,82,78,,30,4,W 1,Little Caesars Arena,0.0,,7:10p
michigan state,basketball,2018-03-18,NCAA,Syracuse,ACC,L,53,55,,30,5,L 1,Little Caesars Arena,0.0,,2:40p
michigan state,basketball,2018-11-06,REG,Kansas (1),Big 12,L,87,92,,0,1,L 1,Bankers Life Fieldhouse,0.0,10,7:00p
michigan state,basketball,2018-11-11,REG,Florida Gulf Coast,A-Sun,W,106,82,,1,1,W 1,Breslin Events Center,0.0,10,6:00p
michigan state,basketball,2018-11-14,REG,Louisiana-Monroe,Sun Belt,W,80,59,,2,1,W 2,Breslin Events Center,0.0,11,7:00p
michigan state,basketball,2018-11-18,REG,Tennessee Tech,OVC,W,101,33,,3,1,W 3,Breslin Events Center,0.0,11,6:00p
michigan state,basketball,2018-11-22,REG,UCLA (17),Pac-12,W,87,67,,4,1,W 4,Orleans Arena,0.0,11,10:00p
michigan state,basketball,2018-11-23,REG,Texas,Big 12,W,78,68,,5,1,W 5,Orleans Arena,0.0,11,6:30p
michigan state,basketball,2018-11-27,REG,Louisville,ACC,L,78,82,OT,5,2,L 1,KFC Yum! Center,0.0,9,7:30p
michigan state,basketball,2018-11-30,REG,Rutgers,Big Ten,W,78,67,,6,2,W 1,Louis Brown Athletic Center,0.0,9,6:00p
michigan state,basketball,2018-12-03,REG,Iowa (18),Big Ten,W,90,68,,7,2,W 2,Breslin Events Center,0.0,10,6:30p
michigan state,basketball,2018-12-08,REG,Florida,SEC,W,63,59,,8,2,W 3,Stephen C. O'Connell Center,0.0,10,12:00p
michigan state,basketball,2018-12-16,REG,Green Bay,Horizon,W,104,83,,9,2,W 4,Breslin Events Center,0.0,9,5:00p
michigan state,basketball,2018-12-21,REG,Oakland,Horizon,W,99,69,,10,2,W 5,Breslin Events Center,0.0,10,7:00p
michigan state,basketball,2018-12-29,REG,Northern Illinois,MAC,W,88,60,,11,2,W 6,Breslin Events Center,0.0,8,2:00p
michigan state,basketball,2019-01-02,REG,Northwestern,Big Ten,W,81,55,,12,2,W 7,Breslin Events Center,0.0,8,8:30p
michigan state,basketball,2019-01-05,REG,Ohio State (14),Big Ten,W,86,77,,13,2,W 8,Value City Arena,0.0,8,12:00p
michigan state,basketball,2019-01-08,REG,Purdue,Big Ten,W,77,59,,14,2,W 9,Breslin Events Center,0.0,6,9:00p
michigan state,basketball,2019-01-13,REG,Penn State,Big Ten,W,71,56,,15,2,W 10,Bryce Jordan Center,0.0,6,4:30p
michigan state,basketball,2019-01-17,REG,Nebraska,Big Ten,W,70,64,,16,2,W 11,Pinnacle Bank Arena,0.0,6,8:00p
michigan state,basketball,2019-01-21,REG,Maryland (13),Big Ten,W,69,55,,17,2,W 12,Breslin Events Center,0.0,6,6:30p
michigan state,basketball,2019-01-24,REG,Iowa (19),Big Ten,W,82,67,,18,2,W 13,Carver-Hawkeye Arena,0.0,6,7:00p
michigan state,basketball,2019-01-27,REG,Purdue,Big Ten,L,63,73,,18,3,L 1,Mackey Arena,0.0,6,1:00p
michigan state,basketball,2019-02-02,REG,Indiana,Big Ten,L,75,79,OT,18,4,L 2,Breslin Events Center,0.0,6,6:00p
michigan state,basketball,2019-02-05,REG,Illinois,Big Ten,L,74,79,,18,5,L 3,State Farm Center,0.0,9,7:00p
michigan state,basketball,2019-02-09,REG,Minnesota,Big Ten,W,79,55,,19,5,W 1,Breslin Events Center,0.0,9,2:00p
michigan state,basketball,2019-02-12,REG,Wisconsin (20),Big Ten,W,67,59,,20,5,W 2,Kohl Center,0.0,11,7:00p
michigan state,basketball,2019-02-17,REG,Ohio State,Big Ten,W,62,44,,21,5,W 3,Breslin Events Center,0.0,11,1:00p
michigan state,basketball,2019-02-20,REG,Rutgers,Big Ten,W,71,60,,22,5,W 4,Breslin Events Center,0.0,10,6:30p
michigan state,basketball,2019-02-24,REG,Michigan (7),Big Ten,W,77,70,,23,5,W 5,Crisler Arena,0.0,10,3:45p
michigan state,basketball,2019-03-02,REG,Indiana,Big Ten,L,62,63,,23,6,L 1,Assembly Hall,0.0,6,12:00p
michigan state,basketball,2019-03-05,REG,Nebraska,Big Ten,W,91,76,,24,6,W 1,Breslin Events Center,0.0,9,7:00p
michigan state,basketball,2019-03-09,REG,Michigan (7),Big Ten,W,75,63,,25,6,W 2,Breslin Events Center,0.0,9,8:00p
michigan state,basketball,2019-03-15,CTOURN,Ohio State,Big Ten,W,77,70,,26,6,W 3,United Center,0.0,6,12:30p
michigan state,basketball,2019-03-16,CTOURN,Wisconsin (19),Big Ten,W,67,55,,27,6,W 4,United Center,0.0,6,1:00p
michigan state,basketball,2019-03-17,CTOURN,Michigan (10),Big Ten,W,65,60,,28,6,W 5,United Center,0.0,6,3:30p
michigan state,basketball,2019-03-21,NCAA,Bradley,MVC,W,76,65,,29,6,W 6,Wells Fargo Arena,0.0,,2:45p
michigan state,basketball,2019-03-23,NCAA,Minnesota,Big Ten,W,70,50,,30,6,W 7,Wells Fargo Arena,0.0,,7:45p
michigan state,basketball,2019-03-29,NCAA,Louisiana State (12),SEC,W,80,63,,31,6,W 8,Capital One Arena,0.0,,7:09p
michigan state,basketball,2019-03-31,NCAA,Duke (1),ACC,W,68,67,,32,6,W 9,Capital One Arena,0.0,,5:05p
michigan state,basketball,2019-04-06,NCAA,Texas Tech (9),Big 12,L,51,61,,32,7,L 1,U.S. Bank Stadium,0.0,,8:49p
