game_id,school,sport,game_dt,season_type,opponent,result,team_points,opp_points,ot,rank,opponent_rank,end_inc_window,attendance
611,michigan,basketball,2019-01-29 21:00:00,regular,Ohio State,W,65,49,,5,,2019-01-30 07:00:00,
612,michigan,basketball,2019-02-01 19:00:00,regular,Iowa,L,59,74,,5,,2019-02-02 05:00:00,
613,michigan,basketball,2019-02-05 20:00:00,regular,Rutgers,W,77,65,,7,,2019-02-06 06:00:00,
614,michigan,basketball,2019-02-09 12:00:00,regular,Wisconsin (19),W,61,52,,7,19.0,2019-02-09 22:00:00,
615,michigan,basketball,2019-02-12 20:30:00,regular,Penn State,L,69,75,,6,,2019-02-13 06:30:00,
616,michigan,basketball,2019-02-16 12:00:00,regular,Maryland (24),W,65,52,,6,24.0,2019-02-16 22:00:00,
617,michigan,basketball,2019-02-21 19:00:00,regular,Minnesota,W,69,60,,7,,2019-02-22 05:00:00,
618,michigan,basketball,2019-02-24 15:45:00,regular,Michigan State (10),L,70,77,,7,10.0,2019-02-25 01:45:00,
619,michigan,basketball,2019-02-28 19:00:00,regular,Nebraska,W,82,53,,9,,2019-03-01 05:00:00,
620,michigan,basketball,2019-03-03 15:45:00,regular,Maryland (17),W,69,62,,9,17.0,2019-03-04 01:45:00,
621,michigan,basketball,2019-03-09 20:00:00,regular,Michigan State (9),L,63,75,,7,9.0,2019-03-10 06:00:00,
622,michigan,basketball,2019-03-15 21:25:00,CTOURN,Iowa,W,74,53,,10,,2019-03-16 07:25:00,
623,michigan,basketball,2019-03-16 15:30:00,CTOURN,Minnesota,W,76,49,,10,,2019-03-17 01:30:00,
624,michigan,basketball,2019-03-17 15:30:00,CTOURN,Michigan State (6),L,60,65,,10,6.0,2019-03-18 01:30:00,
625,michigan,basketball,2019-03-21 21:20:00,NCAA,Montana,W,74,55,,,,2019-03-22 07:20:00,
626,michigan,basketball,2019-03-23 17:15:00,NCAA,Florida,W,64,49,,,,2019-03-24 03:15:00,
627,michigan,basketball,2019-03-28 21:39:00,NCAA,Texas Tech (9),L,44,63,,,9.0,2019-03-29 07:39:00,
628,michigan state,basketball,,regular,Florida Gulf Coast,W,97,58,,2,,,
629,michigan state,basketball,,regular,Gonzaga,W,75,71,,2,,,
630,michigan state,basketball,,regular,Toledo,W,75,62,,2,,,
631,michigan state,basketball,,regular,Valparaiso,W,90,60,,2,,,
632,michigan state,basketball,,regular,Florida,L,74,77,,2,,,
633,michigan state,basketball,,regular,Massachusetts,W,106,68,,2,,,
634,michigan state,basketball,,regular,North Carolina (10),L,82,89,,9,10.0,,
635,michigan state,basketball,,regular,Wofford,W,72,60,,9,,,
636,michigan state,basketball,,regular,The Citadel,W,69,56,,12,,,
637,michigan state,basketball,,regular,Oakland,W,88,57,,12,,,
638,michigan state,basketball,,regular,Purdue-Fort Wayne,W,80,58,,12,,,
639,michigan state,basketball,,regular,Texas (2),L,68,79,,9,2.0,,
640,michigan state,basketball,,regular,UT Arlington,W,87,68,,11,,,
641,michigan state,basketball,,regular,Northwestern (25),W,91,70,,11,25.0,,
642,michigan state,basketball,,regular,Wisconsin (17),W,54,47,,10,17.0,,
643,michigan state,basketball,,regular,Iowa,W,71,53,,10,,,
644,michigan state,basketball,,regular,Minnesota,W,60,53,,7,,,
645,michigan state,basketball,,regular,Illinois,W,73,63,,7,,,
646,michigan state,basketball,,regular,Iowa,W,70,63,,6,,,
647,michigan state,basketball,,regular,Minnesota,W,65,64,,6,,,
648,michigan state,basketball,,regular,Michigan,W,57,56,,5,,,
649,michigan state,basketball,,regular,Northwestern,W,79,70,,5,,,
650,michigan state,basketball,,regular,Wisconsin (16),L,49,67,,5,16.0,,
651,michigan state,basketball,,regular,Illinois,L,73,78,,5,,,
652,michigan state,basketball,,regular,Purdue (6),L,64,76,,10,6.0,,
653,michigan state,basketball,,regular,Penn State,W,65,54,,10,,,
654,michigan state,basketball,,regular,Indiana,W,72,58,,11,,,
655,michigan state,basketball,,regular,Ohio State (9),L,67,74,,11,9.0,,
656,michigan state,basketball,,regular,Purdue (3),W,53,44,,14,3.0,,
657,michigan state,basketball,,regular,Penn State,W,67,65,,11,,,
658,michigan state,basketball,,regular,Michigan,W,64,48,,11,,,
659,michigan state,basketball,,CTOURN,Minnesota,L,67,72,OT,11,,,
660,michigan state,basketball,,NCAA,New Mexico State,W,70,67,,,,,
661,michigan state,basketball,,NCAA,Maryland (20),W,85,83,,,20.0,,
662,michigan state,basketball,,NCAA,Northern Iowa,W,59,52,,,,,
663,michigan state,basketball,,NCAA,Tennessee (15),W,70,69,,,15.0,,
664,michigan state,basketball,,NCAA,Butler (11),L,50,52,,,11.0,,
665,michigan state,basketball,,regular,Eastern Michigan,W,96,66,,2,,,
666,michigan state,basketball,,regular,South Carolina,W,82,73,,2,,,
667,michigan state,basketball,,regular,Chaminade,W,82,74,,2,,,
668,michigan state,basketball,,regular,Connecticut,L,67,70,,2,,,
669,michigan state,basketball,,regular,Washington (13),W,76,71,,2,13.0,,
670,michigan state,basketball,,regular,Tennessee Tech,W,73,55,,2,,,
671,michigan state,basketball,,regular,Duke (1),L,79,84,,6,1.0,,
672,michigan state,basketball,,regular,Bowling Green State,W,74,39,,6,,,
673,michigan state,basketball,,regular,Syracuse (8),L,58,72,,7,8.0,,
674,michigan state,basketball,,regular,Oakland,W,77,76,,7,,,
675,michigan state,basketball,,regular,Prairie View,W,90,51,,14,,,
676,michigan state,basketball,,regular,Texas (18),L,55,67,,12,18.0,,
677,michigan state,basketball,,regular,Minnesota (14),W,71,62,,20,14.0,,
678,michigan state,basketball,,regular,Northwestern,W,65,62,,18,,,
679,michigan state,basketball,,regular,Penn State,L,62,66,,18,,,
680,michigan state,basketball,,regular,Wisconsin (20),W,64,61,OT,-,20.0,,
681,michigan state,basketball,,regular,Northwestern,W,71,67,OT,-,,,
682,michigan state,basketball,,regular,Illinois (23),L,62,71,,17,23.0,,
683,michigan state,basketball,,regular,Purdue (14),L,76,86,,17,14.0,,
684,michigan state,basketball,,regular,Michigan,L,57,61,,25,,,
685,michigan state,basketball,,regular,Indiana,W,84,83,OT,25,,,
686,michigan state,basketball,,regular,Iowa,L,52,72,,-,,,
687,michigan state,basketball,,regular,Wisconsin (19),L,56,82,,-,19.0,,
688,michigan state,basketball,,regular,Penn State,W,75,57,,-,,,
689,michigan state,basketball,,regular,Ohio State (2),L,61,71,,-,2.0,,
690,michigan state,basketball,,regular,Illinois,W,61,57,,-,,,
691,michigan state,basketball,,regular,Minnesota,W,53,48,,-,,,
692,michigan state,basketball,,regular,Purdue (8),L,47,67,,-,8.0,,
693,michigan state,basketball,,regular,Iowa,W,85,66,,-,,,
694,michigan state,basketball,,regular,Michigan,L,63,70,,-,,,
695,michigan state,basketball,,CTOURN,Iowa,W,66,61,,-,,,
696,michigan state,basketball,,CTOURN,Purdue (9),W,74,56,,-,9.0,,
697,michigan state,basketball,,CTOURN,Penn State,L,48,61,,-,,,
698,michigan state,basketball,,NCAA,UCLA,L,76,78,,,,,
699,michigan state,basketball,,regular,North Carolina (1),L,55,67,,-,1.0,,
700,michigan state,basketball,,regular,Duke (6),L,69,74,,-,6.0,,
701,michigan state,basketball,,regular,Texas Southern,W,76,41,,-,,,
702,michigan state,basketball,,regular,Little Rock,W,69,47,,-,,,
703,michigan state,basketball,,regular,Milwaukee,W,68,55,,-,,,
704,michigan state,basketball,,regular,Eastern Michigan,W,72,40,,-,,,
705,michigan state,basketball,,regular,Florida State,W,65,49,,-,,,
706,michigan state,basketball,,regular,Omaha,W,110,68,,-,,,
707,michigan state,basketball,,regular,Central Connecticut State,W,89,69,,-,,,
708,michigan state,basketball,,regular,Gonzaga (23),W,74,67,,-,23.0,,
709,michigan state,basketball,,regular,Bowling Green State,W,74,60,,21,,,
710,michigan state,basketball,,regular,Kansas City,W,89,54,,19,,,
711,michigan state,basketball,,regular,Lehigh,W,90,81,,19,,,
712,michigan state,basketball,,regular,Indiana (13),W,80,65,,16,13.0,,
713,michigan state,basketball,,regular,Nebraska,W,68,55,,16,,,
714,michigan state,basketball,,regular,Wisconsin (18),W,63,60,OT,10,18.0,,
715,michigan state,basketball,,regular,Iowa,W,95,61,,6,,,
716,michigan state,basketball,,regular,Northwestern,L,74,81,,6,,,
717,michigan state,basketball,,regular,Michigan (20),L,59,60,,9,20.0,,
718,michigan state,basketball,,regular,Purdue,W,83,58,,9,,,
719,michigan state,basketball,,regular,Minnesota,W,68,52,,10,,,
720,michigan state,basketball,,regular,Illinois,L,41,42,,9,,,
721,michigan state,basketball,,regular,Michigan (23),W,64,54,,9,23.0,,
722,michigan state,basketball,,regular,Penn State,W,77,57,,11,,,
723,michigan state,basketball,,regular,Ohio State (3),W,58,48,,11,3.0,,
724,michigan state,basketball,,regular,Wisconsin (15),W,69,55,,7,15.0,,
725,michigan state,basketball,,regular,Purdue,W,76,62,,7,,,
726,michigan state,basketball,,regular,Minnesota,W,66,61,,6,,,
727,michigan state,basketball,,regular,Nebraska,W,62,34,,6,,,
728,michigan state,basketball,,regular,Indiana (18),L,55,70,,5,18.0,,
729,michigan state,basketball,,regular,Ohio State (10),L,70,72,,5,10.0,,
730,michigan state,basketball,,CTOURN,Iowa,W,92,75,,8,,,
731,michigan state,basketball,,CTOURN,Wisconsin (14),W,65,52,,8,14.0,,
732,michigan state,basketball,,CTOURN,Ohio State (7),W,68,64,,8,7.0,,
733,michigan state,basketball,,NCAA,Long Island University,W,89,67,,,,,
734,michigan state,basketball,,NCAA,Saint Louis,W,65,61,,,,,
735,michigan state,basketball,,NCAA,Louisville (17),L,44,57,,,17.0,,
736,michigan state,basketball,,regular,Connecticut,L,62,66,,14,,,
737,michigan state,basketball,,regular,Kansas (7),W,67,64,,21,7.0,,
738,michigan state,basketball,,regular,Texas Southern,W,69,41,,21,,,
