game_id,school,sport,game_dt,season_type,opponent,result,team_points,opp_points,ot,rank,opponent_rank,end_inc_window,attendance
84,michigan,football,2018-09-01 23:30:00+00:00,regular,notre dame,L,17,24,,14.0,12.0,2018-09-02 10:30:00+00:00,0.0
85,michigan,football,2018-09-08 16:00:00+00:00,regular,western michigan,W,49,3,,21.0,,2018-09-09 03:00:00+00:00,0.0
86,michigan,football,2018-09-15 19:30:00+00:00,regular,smu,W,45,20,,19.0,,2018-09-16 06:30:00+00:00,0.0
87,michigan,football,2018-09-22 16:00:00+00:00,regular,nebraska,W,56,10,,19.0,,2018-09-23 03:00:00+00:00,0.0
88,michigan,football,2018-09-29 20:47:00+00:00,regular,northwestern,W,20,17,,14.0,,2018-09-30 07:47:00+00:00,0.0
89,michigan,football,2018-10-06 16:00:00+00:00,regular,maryland,W,42,21,,15.0,,2018-10-07 03:00:00+00:00,0.0
90,michigan,football,2018-10-13 23:30:00+00:00,regular,wisconsin,W,38,13,,12.0,15.0,2018-10-14 10:30:00+00:00,0.0
91,michigan,football,2018-10-20 16:00:00+00:00,regular,michigan state,W,21,7,,6.0,24.0,2018-10-21 03:00:00+00:00,0.0
92,michigan,football,2018-11-03 19:45:00+00:00,regular,penn state,W,42,7,,5.0,14.0,2018-11-04 06:45:00+00:00,0.0
93,michigan,football,2018-11-10 20:30:00+00:00,regular,rutgers,W,42,7,,4.0,,2018-11-11 07:30:00+00:00,0.0
94,michigan,football,2018-11-17 21:00:00+00:00,regular,indiana,W,31,20,,4.0,,2018-11-18 08:00:00+00:00,0.0
95,michigan,football,2018-11-24 17:00:00+00:00,regular,ohio state,L,39,62,,4.0,10.0,2018-11-25 04:00:00+00:00,0.0
96,michigan,football,2011-09-03 19:30:00+00:00,regular,western michigan,W,34,10,OT,,,2011-09-04 06:30:00+00:00,0.0
97,michigan,football,2011-09-11 00:00:00+00:00,regular,notre dame,W,35,31,,,,2011-09-11 11:00:00+00:00,0.0
98,michigan,football,2011-09-17 16:00:00+00:00,regular,eastern michigan,W,31,3,,,,2011-09-18 03:00:00+00:00,0.0
99,michigan,football,2011-09-24 16:00:00+00:00,regular,san diego state,W,28,7,,22.0,,2011-09-25 03:00:00+00:00,0.0
100,michigan,football,2011-10-01 16:00:00+00:00,regular,minnesota,W,58,0,,19.0,,2011-10-02 03:00:00+00:00,0.0
101,michigan,football,2011-10-08 23:00:00+00:00,regular,northwestern,W,42,24,,12.0,,2011-10-09 10:00:00+00:00,0.0
102,michigan,football,2011-10-15 16:00:00+00:00,regular,michigan state,L,14,28,,11.0,23.0,2011-10-16 03:00:00+00:00,0.0
103,michigan,football,2011-10-29 16:00:00+00:00,regular,purdue,W,36,14,,18.0,,2011-10-30 03:00:00+00:00,0.0
104,michigan,football,2011-11-05 16:00:00+00:00,regular,iowa,L,16,24,,15.0,,2011-11-06 03:00:00+00:00,0.0
105,michigan,football,2011-11-12 20:30:00+00:00,regular,illinois,W,31,14,,24.0,,2011-11-13 07:30:00+00:00,0.0
106,michigan,football,2011-11-19 17:00:00+00:00,regular,nebraska,W,45,17,,18.0,16.0,2011-11-20 04:00:00+00:00,0.0
107,michigan,football,2011-11-26 17:00:00+00:00,regular,ohio state,W,40,34,,15.0,,2011-11-27 04:00:00+00:00,0.0
108,michigan,football,2012-09-02 00:00:00+00:00,regular,alabama,L,14,41,,8.0,2.0,2012-09-02 11:00:00+00:00,90413.0
109,michigan,football,2012-09-08 19:30:00+00:00,regular,air force,W,31,25,,19.0,,2012-09-09 06:30:00+00:00,112522.0
110,michigan,football,2012-09-15 19:30:00+00:00,regular,umass,W,63,13,,17.0,,2012-09-16 06:30:00+00:00,110708.0
111,michigan,football,2012-09-22 23:30:00+00:00,regular,notre dame,L,6,13,,18.0,11.0,2012-09-23 10:30:00+00:00,80795.0
112,michigan,football,2012-10-06 20:00:00+00:00,regular,purdue,W,44,13,,,,2012-10-07 07:00:00+00:00,50105.0
113,michigan,football,2012-10-13 19:30:00+00:00,regular,illinois,W,45,0,,25.0,,2012-10-14 06:30:00+00:00,110922.0
114,michigan,football,2012-10-20 19:30:00+00:00,regular,michigan state,W,12,10,,,,2012-10-21 06:30:00+00:00,113833.0
115,michigan,football,2012-10-28 00:00:00+00:00,regular,nebraska,L,9,23,,22.0,,2012-10-28 11:00:00+00:00,86160.0
116,michigan,football,2012-11-03 16:00:00+00:00,regular,minnesota,W,35,13,,,,2012-11-04 03:00:00+00:00,48801.0
117,michigan,football,2012-11-10 17:00:00+00:00,regular,northwestern,W,38,31,OT,,24.0,2012-11-11 04:00:00+00:00,112510.0
118,michigan,football,2012-11-17 17:00:00+00:00,regular,iowa,W,42,17,,21.0,,2012-11-18 04:00:00+00:00,113016.0
119,michigan,football,2012-11-24 17:00:00+00:00,regular,ohio state,L,21,26,,19.0,,2012-11-25 04:00:00+00:00,105899.0
120,michigan,football,2017-09-02 19:30:00+00:00,regular,florida,W,33,17,,11.0,17.0,2017-09-03 06:30:00+00:00,75802.0
121,michigan,football,2017-09-09 16:00:00+00:00,regular,cincinnati,W,36,14,,8.0,,2017-09-10 03:00:00+00:00,111384.0
122,michigan,football,2017-09-16 16:00:00+00:00,regular,air force,W,29,13,,7.0,,2017-09-17 03:00:00+00:00,111387.0
123,michigan,football,2017-09-23 20:00:00+00:00,regular,purdue,W,28,10,,8.0,,2017-09-24 07:00:00+00:00,60042.0
124,michigan,football,2017-10-07 23:30:00+00:00,regular,michigan state,L,10,14,,7.0,,2017-10-08 10:30:00+00:00,112432.0
125,michigan,football,2017-10-14 16:00:00+00:00,regular,indiana,W,27,20,OT,17.0,,2017-10-15 03:00:00+00:00,52929.0
126,michigan,football,2017-10-21 23:30:00+00:00,regular,penn state,L,13,42,,19.0,2.0,2017-10-22 10:30:00+00:00,110823.0
127,michigan,football,2017-10-28 16:00:00+00:00,regular,rutgers,W,35,14,,,,2017-10-29 03:00:00+00:00,111213.0
128,michigan,football,2017-11-05 00:30:00+00:00,regular,minnesota,W,33,10,,,,2017-11-05 11:30:00+00:00,111090.0
129,michigan,football,2017-11-11 20:30:00+00:00,regular,maryland,W,35,10,,,,2017-11-12 07:30:00+00:00,44325.0
130,michigan,football,2017-11-18 17:00:00+00:00,regular,wisconsin,L,10,24,,24.0,5.0,2017-11-19 04:00:00+00:00,81216.0
131,michigan,football,2017-11-25 17:00:00+00:00,regular,ohio state,L,20,31,,,9.0,2017-11-26 04:00:00+00:00,112028.0
132,michigan state,football,2010-09-04 16:00:00+00:00,regular,western michigan,W,38,14,,,,2010-09-05 03:00:00+00:00,0.0
133,michigan state,football,2010-09-11 16:00:00+00:00,regular,florida atlantic,W,30,17,,,,2010-09-12 03:00:00+00:00,0.0
134,michigan state,football,2010-09-19 00:00:00+00:00,regular,notre dame,W,34,31,OT,,,2010-09-19 11:00:00+00:00,0.0
135,michigan state,football,2010-09-25 16:00:00+00:00,regular,northern colorado,W,45,7,,25.0,,2010-09-26 03:00:00+00:00,0.0
136,michigan state,football,2010-10-02 19:30:00+00:00,regular,wisconsin,W,34,24,,24.0,11.0,2010-10-03 06:30:00+00:00,0.0
137,michigan state,football,2010-10-09 19:30:00+00:00,regular,michigan,W,34,17,,17.0,18.0,2010-10-10 06:30:00+00:00,0.0
138,michigan state,football,2010-10-16 16:00:00+00:00,regular,illinois,W,26,6,,13.0,,2010-10-17 03:00:00+00:00,0.0
139,michigan state,football,2010-10-23 16:00:00+00:00,regular,northwestern,W,35,27,,7.0,,2010-10-24 03:00:00+00:00,0.0
140,michigan state,football,2010-10-30 19:30:00+00:00,regular,iowa,L,6,37,,5.0,18.0,2010-10-31 06:30:00+00:00,0.0
141,michigan state,football,2010-11-06 16:00:00+00:00,regular,minnesota,W,31,8,,14.0,,2010-11-07 03:00:00+00:00,0.0
142,michigan state,football,2010-11-20 17:00:00+00:00,regular,purdue,W,35,31,,12.0,,2010-11-21 04:00:00+00:00,0.0
143,michigan state,football,2010-11-27 17:00:00+00:00,regular,penn state,W,28,22,,10.0,,2010-11-28 04:00:00+00:00,0.0
144,michigan state,football,2019-08-30 23:00:00+00:00,regular,tulsa,W,28,7,,18.0,,2019-08-31 10:00:00+00:00,72005.0
145,michigan state,football,2019-09-07 23:30:00+00:00,regular,western michigan,W,51,17,,19.0,,2019-09-08 10:30:00+00:00,73113.0
146,michigan state,football,2019-09-14 20:00:00+00:00,regular,arizona state,L,7,10,,18.0,,2019-09-15 07:00:00+00:00,73531.0
147,michigan state,football,2019-09-21 16:00:00+00:00,regular,northwestern,W,31,10,,,,2019-09-22 03:00:00+00:00,40114.0
148,michigan state,football,2019-09-28 19:30:00+00:00,regular,indiana,W,40,31,,25.0,,2019-09-29 06:30:00+00:00,71048.0
149,michigan state,football,2019-10-05 23:30:00+00:00,regular,ohio state,L,10,34,,25.0,4.0,2019-10-06 10:30:00+00:00,104797.0
150,michigan state,football,2019-10-12 19:30:00+00:00,regular,wisconsin,L,0,38,,,8.0,2019-10-13 06:30:00+00:00,80470.0
151,michigan state,football,2019-10-26 19:30:00+00:00,regular,penn state,L,7,28,,,6.0,2019-10-27 06:30:00+00:00,70298.0
152,michigan state,football,2019-11-09 20:30:00+00:00,regular,illinois,L,34,37,,,,2019-11-10 07:30:00+00:00,63370.0
153,michigan state,football,2019-11-16 17:00:00+00:00,regular,michigan,L,10,44,,,15.0,2019-11-17 04:00:00+00:00,111496.0
154,michigan state,football,2019-11-23 17:00:00+00:00,regular,rutgers,W,27,0,,,,2019-11-24 04:00:00+00:00,24641.0
155,michigan state,football,2019-11-30 20:30:00+00:00,regular,maryland,W,19,16,,,,2019-12-01 07:30:00+00:00,51366.0
156,michigan state,football,2009-09-05 16:00:00+00:00,regular,montana state,W,44,3,,,,2009-09-06 03:00:00+00:00,0.0
157,michigan state,football,2009-09-12 16:00:00+00:00,regular,central michigan,L,27,29,,,,2009-09-13 03:00:00+00:00,0.0
158,michigan state,football,2009-09-19 19:30:00+00:00,regular,notre dame,L,30,33,,,,2009-09-20 06:30:00+00:00,0.0
159,michigan state,football,2009-09-26 16:00:00+00:00,regular,wisconsin,L,30,38,,,,2009-09-27 03:00:00+00:00,0.0
160,michigan state,football,2009-10-03 16:00:00+00:00,regular,michigan,W,26,20,OT,,22.0,2009-10-04 03:00:00+00:00,0.0
161,michigan state,football,2009-10-10 16:00:00+00:00,regular,illinois,W,24,14,,,,2009-10-11 03:00:00+00:00,0.0
162,michigan state,football,2009-10-17 16:00:00+00:00,regular,northwestern,W,24,14,,,,2009-10-18 03:00:00+00:00,0.0
163,michigan state,football,2009-10-24 23:00:00+00:00,regular,iowa,L,13,15,,,6.0,2009-10-25 10:00:00+00:00,0.0
164,michigan state,football,2009-11-01 00:00:00+00:00,regular,minnesota,L,34,42,,,,2009-11-01 11:00:00+00:00,0.0
165,michigan state,football,2009-11-07 17:00:00+00:00,regular,western michigan,W,49,14,,,,2009-11-08 04:00:00+00:00,0.0
166,michigan state,football,2009-11-14 17:00:00+00:00,regular,purdue,W,40,37,,,,2009-11-15 04:00:00+00:00,0.0
167,michigan state,football,2009-11-21 20:30:00+00:00,regular,penn state,L,14,42,,,14.0,2009-11-22 07:30:00+00:00,0.0
168,michigan state,football,2015-09-04 23:00:00+00:00,regular,western michigan,W,37,24,,5.0,,2015-09-05 10:00:00+00:00,30885.0
169,michigan state,football,2015-09-13 00:00:00+00:00,regular,oregon,W,31,28,,5.0,7.0,2015-09-13 11:00:00+00:00,76526.0
170,michigan state,football,2015-09-19 16:00:00+00:00,regular,air force,W,35,21,,4.0,,2015-09-20 03:00:00+00:00,74211.0
171,michigan state,football,2015-09-26 16:00:00+00:00,regular,central michigan,W,30,10,,2.0,,2015-09-27 03:00:00+00:00,75218.0
172,michigan state,football,2015-10-03 16:00:00+00:00,regular,purdue,W,24,21,,2.0,,2015-10-04 03:00:00+00:00,74418.0
173,michigan state,football,2015-10-11 00:00:00+00:00,regular,rutgers,W,31,24,,4.0,,2015-10-11 11:00:00+00:00,50373.0
174,michigan state,football,2015-10-17 19:30:00+00:00,regular,michigan,W,27,23,,7.0,12.0,2015-10-18 06:30:00+00:00,111740.0
175,michigan state,football,2015-10-24 19:30:00+00:00,regular,indiana,W,52,26,,7.0,,2015-10-25 06:30:00+00:00,74144.0
176,michigan state,football,2015-11-08 00:00:00+00:00,regular,nebraska,L,38,39,,7.0,,2015-11-08 11:00:00+00:00,90094.0
177,michigan state,football,2015-11-14 17:00:00+00:00,regular,maryland,W,24,7,,13.0,,2015-11-15 04:00:00+00:00,73406.0
178,michigan state,football,2015-11-21 20:30:00+00:00,regular,ohio state,W,17,14,,9.0,3.0,2015-11-22 07:30:00+00:00,108975.0
179,michigan state,football,2015-11-28 20:30:00+00:00,regular,penn state,W,55,16,,5.0,,2015-11-29 07:30:00+00:00,74705.0
180,michigan state,football,2015-12-06 01:00:00+00:00,regular,iowa,W,16,13,,5.0,4.0,2015-12-06 12:00:00+00:00,66985.0
181,michigan state,football,2016-09-02 23:00:00+00:00,regular,furman,W,28,13,,12.0,,2016-09-03 10:00:00+00:00,74516.0
182,michigan state,football,2016-09-17 23:30:00+00:00,regular,notre dame,W,36,28,,12.0,18.0,2016-09-18 10:30:00+00:00,80795.0
183,michigan state,football,2016-09-24 16:00:00+00:00,regular,wisconsin,L,6,30,,8.0,11.0,2016-09-25 03:00:00+00:00,75505.0
184,michigan state,football,2016-10-02 00:00:00+00:00,regular,indiana,L,21,24,OT,17.0,,2016-10-02 11:00:00+00:00,43971.0
185,michigan state,football,2016-10-08 19:30:00+00:00,regular,byu,L,14,31,,,,2016-10-09 06:30:00+00:00,74214.0
186,michigan state,football,2016-10-15 19:30:00+00:00,regular,northwestern,L,40,54,,,,2016-10-16 06:30:00+00:00,75625.0
187,michigan state,football,2016-10-22 23:30:00+00:00,regular,maryland,L,17,28,,,,2016-10-23 10:30:00+00:00,41235.0
188,michigan state,football,2016-10-29 16:00:00+00:00,regular,michigan,L,23,32,,,2.0,2016-10-30 03:00:00+00:00,75802.0
189,michigan state,football,2016-11-05 16:00:00+00:00,regular,illinois,L,27,31,,,,2016-11-06 03:00:00+00:00,47144.0
190,michigan state,football,2016-11-12 17:00:00+00:00,regular,rutgers,W,49,0,,,,2016-11-13 04:00:00+00:00,73701.0
191,michigan state,football,2016-11-19 17:00:00+00:00,regular,ohio state,L,16,17,,,2.0,2016-11-20 04:00:00+00:00,73303.0
192,michigan state,football,2016-11-26 20:30:00+00:00,regular,penn state,L,12,45,,,7.0,2016-11-27 07:30:00+00:00,97418.0
193,michigan state,football,2013-08-31 00:00:00+00:00,regular,western michigan,W,26,13,,,,2013-08-31 11:00:00+00:00,71214.0
194,michigan state,football,2013-09-07 16:00:00+00:00,regular,south florida,W,21,6,,,,2013-09-08 03:00:00+00:00,70401.0
195,michigan state,football,2013-09-14 18:00:00+00:00,regular,youngstown state,W,55,17,,,,2013-09-15 05:00:00+00:00,71626.0
196,michigan state,football,2013-09-21 19:30:00+00:00,regular,notre dame,L,13,17,,,22.0,2013-09-22 06:30:00+00:00,80795.0
197,michigan state,football,2013-10-05 16:00:00+00:00,regular,iowa,W,26,14,,,,2013-10-06 03:00:00+00:00,69025.0
198,michigan state,football,2013-10-12 16:00:00+00:00,regular,indiana,W,42,28,,,,2013-10-13 03:00:00+00:00,73815.0
199,michigan state,football,2013-10-19 16:00:00+00:00,regular,purdue,W,14,0,,,,2013-10-20 03:00:00+00:00,71514.0
200,michigan state,football,2013-10-26 19:30:00+00:00,regular,illinois,W,42,3,,,,2013-10-27 06:30:00+00:00,45895.0
201,michigan state,football,2013-11-02 19:30:00+00:00,regular,michigan,W,29,6,,22.0,21.0,2013-11-03 06:30:00+00:00,76306.0
202,michigan state,football,2013-11-16 20:30:00+00:00,regular,nebraska,W,41,28,,16.0,,2013-11-17 07:30:00+00:00,90872.0
203,michigan state,football,2013-11-23 17:00:00+00:00,regular,northwestern,W,30,6,,13.0,,2013-11-24 04:00:00+00:00,40013.0
204,michigan state,football,2013-11-30 17:00:00+00:00,regular,minnesota,W,14,3,,11.0,,2013-12-01 04:00:00+00:00,71418.0
205,michigan state,football,2013-12-08 01:17:00+00:00,regular,ohio state,W,34,24,,10.0,2.0,2013-12-08 12:17:00+00:00,66002.0
206,michigan state,football,2014-08-29 23:30:00+00:00,regular,jacksonville state,W,45,7,,8.0,,2014-08-30 10:30:00+00:00,75127.0
207,michigan state,football,2014-09-06 22:30:00+00:00,regular,oregon,L,27,46,,7.0,3.0,2014-09-07 09:30:00+00:00,59496.0
208,michigan state,football,2014-09-20 16:00:00+00:00,regular,eastern michigan,W,73,14,,11.0,,2014-09-21 03:00:00+00:00,73846.0
209,michigan state,football,2014-09-27 16:00:00+00:00,regular,wyoming,W,56,14,,9.0,,2014-09-28 03:00:00+00:00,74227.0
210,michigan state,football,2014-10-05 00:00:00+00:00,regular,nebraska,W,27,22,,10.0,19.0,2014-10-05 11:00:00+00:00,75923.0
211,michigan state,football,2014-10-11 19:30:00+00:00,regular,purdue,W,45,31,,8.0,,2014-10-12 06:30:00+00:00,40217.0
212,michigan state,football,2014-10-18 19:30:00+00:00,regular,indiana,W,56,17,,8.0,,2014-10-19 06:30:00+00:00,44403.0
213,michigan state,football,2014-10-25 19:30:00+00:00,regular,michigan,W,35,11,,8.0,,2014-10-26 06:30:00+00:00,76331.0
214,michigan state,football,2014-11-09 01:00:00+00:00,regular,ohio state,L,37,49,,8.0,14.0,2014-11-09 12:00:00+00:00,76409.0
215,michigan state,football,2014-11-16 01:00:00+00:00,regular,maryland,W,37,15,,12.0,,2014-11-16 12:00:00+00:00,51802.0
216,michigan state,football,2014-11-22 17:00:00+00:00,regular,rutgers,W,45,3,,11.0,,2014-11-23 04:00:00+00:00,70902.0
217,michigan state,football,2014-11-29 20:30:00+00:00,regular,penn state,W,34,10,,10.0,,2014-11-30 07:30:00+00:00,99902.0
218,michigan state,football,2018-08-31 23:00:00+00:00,regular,utah state,W,38,31,,11.0,,2018-09-01 10:00:00+00:00,0.0
219,michigan state,football,2018-09-09 02:45:00+00:00,regular,arizona state,L,13,16,,15.0,,2018-09-09 13:45:00+00:00,0.0
220,michigan state,football,2018-09-22 23:30:00+00:00,regular,indiana,W,35,21,,24.0,,2018-09-23 10:30:00+00:00,0.0
221,michigan state,football,2018-09-29 16:00:00+00:00,regular,central michigan,W,31,20,,21.0,,2018-09-30 03:00:00+00:00,0.0
222,michigan state,football,2018-10-06 16:00:00+00:00,regular,northwestern,L,19,29,,20.0,,2018-10-07 03:00:00+00:00,0.0
223,michigan state,football,2018-10-13 19:30:00+00:00,regular,penn state,W,21,17,,,8.0,2018-10-14 06:30:00+00:00,0.0
224,michigan state,football,2018-10-20 16:00:00+00:00,regular,michigan,L,7,21,,24.0,6.0,2018-10-21 03:00:00+00:00,0.0
225,michigan state,football,2018-10-27 16:00:00+00:00,regular,purdue,W,23,13,,,,2018-10-28 03:00:00+00:00,0.0
226,michigan state,football,2018-11-03 16:00:00+00:00,regular,maryland,W,24,3,,,,2018-11-04 03:00:00+00:00,0.0
227,michigan state,football,2018-11-10 17:00:00+00:00,regular,ohio state,L,6,26,,18.0,10.0,2018-11-11 04:00:00+00:00,0.0
228,michigan state,football,2018-11-17 17:00:00+00:00,regular,nebraska,L,6,9,,,,2018-11-18 04:00:00+00:00,0.0
229,michigan state,football,2018-11-24 21:00:00+00:00,regular,rutgers,W,14,10,,,,2018-11-25 08:00:00+00:00,0.0
230,michigan state,football,2011-09-02 23:30:00+00:00,regular,youngstown state,W,28,6,,17.0,,2011-09-03 10:30:00+00:00,0.0
231,michigan state,football,2011-09-10 16:00:00+00:00,regular,florida atlantic,W,44,0,,17.0,,2011-09-11 03:00:00+00:00,0.0
232,michigan state,football,2011-09-17 19:30:00+00:00,regular,notre dame,L,13,31,,15.0,,2011-09-18 06:30:00+00:00,0.0
233,michigan state,football,2011-09-24 16:00:00+00:00,regular,central michigan,W,45,7,,,,2011-09-25 03:00:00+00:00,0.0
234,michigan state,football,2011-10-01 19:30:00+00:00,regular,ohio state,W,10,7,,,,2011-10-02 06:30:00+00:00,0.0
235,michigan state,football,2011-10-15 16:00:00+00:00,regular,michigan,W,28,14,,23.0,11.0,2011-10-16 03:00:00+00:00,0.0
236,michigan state,football,2011-10-23 00:00:00+00:00,regular,wisconsin,W,37,31,,16.0,6.0,2011-10-23 11:00:00+00:00,0.0
237,michigan state,football,2011-10-29 16:00:00+00:00,regular,nebraska,L,3,24,,11.0,14.0,2011-10-30 03:00:00+00:00,0.0
238,michigan state,football,2011-11-05 16:00:00+00:00,regular,minnesota,W,31,24,,17.0,,2011-11-06 03:00:00+00:00,0.0
239,michigan state,football,2011-11-12 17:00:00+00:00,regular,iowa,W,37,21,,17.0,,2011-11-13 04:00:00+00:00,0.0
240,michigan state,football,2011-11-19 17:00:00+00:00,regular,indiana,W,55,3,,15.0,,2011-11-20 04:00:00+00:00,0.0
241,michigan state,football,2011-11-26 17:00:00+00:00,regular,northwestern,W,31,17,,14.0,,2011-11-27 04:00:00+00:00,0.0
242,michigan state,football,2011-12-04 01:17:00+00:00,regular,wisconsin,L,39,42,,17.0,10.0,2011-12-04 12:17:00+00:00,0.0
243,michigan state,football,2012-09-01 00:00:00+00:00,regular,boise state,W,17,13,,13.0,24.0,2012-09-01 11:00:00+00:00,78709.0
244,michigan state,football,2012-09-08 19:30:00+00:00,regular,central michigan,W,41,7,,11.0,,2012-09-09 06:30:00+00:00,35127.0
245,michigan state,football,2012-09-16 00:00:00+00:00,regular,notre dame,L,3,20,,10.0,20.0,2012-09-16 11:00:00+00:00,79219.0
246,michigan state,football,2012-09-22 19:30:00+00:00,regular,eastern michigan,W,23,7,,21.0,,2012-09-23 06:30:00+00:00,74204.0
247,michigan state,football,2012-09-29 19:30:00+00:00,regular,ohio state,L,16,17,,20.0,14.0,2012-09-30 06:30:00+00:00,76705.0
248,michigan state,football,2012-10-06 16:00:00+00:00,regular,indiana,W,31,27,,,,2012-10-07 03:00:00+00:00,45979.0
249,michigan state,football,2012-10-13 16:00:00+00:00,regular,iowa,L,16,19,OT,,,2012-10-14 03:00:00+00:00,70211.0
250,michigan state,football,2012-10-20 19:30:00+00:00,regular,michigan,L,10,12,,,,2012-10-21 06:30:00+00:00,113833.0
251,michigan state,football,2012-10-27 19:30:00+00:00,regular,wisconsin,W,16,13,OT,,25.0,2012-10-28 06:30:00+00:00,80538.0
252,michigan state,football,2012-11-03 19:30:00+00:00,regular,nebraska,L,24,28,,,20.0,2012-11-04 06:30:00+00:00,73522.0
253,michigan state,football,2012-11-17 17:00:00+00:00,regular,northwestern,L,20,23,,,,2012-11-18 04:00:00+00:00,75101.0
254,michigan state,football,2012-11-24 20:30:00+00:00,regular,minnesota,W,26,10,,,,2012-11-25 07:30:00+00:00,44194.0
255,michigan state,football,2017-09-02 16:00:00+00:00,regular,bowling green,W,35,10,,,,2017-09-03 03:00:00+00:00,71202.0
256,michigan state,football,2017-09-09 19:30:00+00:00,regular,western michigan,W,28,14,,,,2017-09-10 06:30:00+00:00,72910.0
257,michigan state,football,2017-09-24 00:00:00+00:00,regular,notre dame,L,18,38,,,,2017-09-24 11:00:00+00:00,74023.0
258,michigan state,football,2017-09-30 20:00:00+00:00,regular,iowa,W,17,10,,,,2017-10-01 07:00:00+00:00,73331.0
259,michigan state,football,2017-10-07 23:30:00+00:00,regular,michigan,W,14,10,,,7.0,2017-10-08 10:30:00+00:00,112432.0
260,michigan state,football,2017-10-15 00:00:00+00:00,regular,minnesota,W,30,27,,21.0,,2017-10-15 11:00:00+00:00,47541.0
261,michigan state,football,2017-10-21 19:30:00+00:00,regular,indiana,W,17,9,,18.0,,2017-10-22 06:30:00+00:00,74111.0
262,michigan state,football,2017-10-28 19:30:00+00:00,regular,northwestern,L,31,39,OT,16.0,,2017-10-29 06:30:00+00:00,39369.0
263,michigan state,football,2017-11-04 16:00:00+00:00,regular,penn state,W,27,24,,24.0,7.0,2017-11-05 03:00:00+00:00,71605.0
264,michigan state,football,2017-11-11 17:00:00+00:00,regular,ohio state,L,3,48,,12.0,13.0,2017-11-12 04:00:00+00:00,107011.0
265,michigan state,football,2017-11-18 21:00:00+00:00,regular,maryland,W,17,7,,17.0,,2017-11-19 08:00:00+00:00,70216.0
266,michigan state,football,2017-11-25 21:00:00+00:00,regular,rutgers,W,40,7,,16.0,,2017-11-26 08:00:00+00:00,35021.0
267,michigan,basketball,,regular,Northern Michigan,W,97,50,,15,,,
268,michigan,basketball,,regular,Houston Baptist,W,77,55,,15,,,
269,michigan,basketball,,regular,Creighton,W,83,76,OT,15,,,
270,michigan,basketball,,regular,Marquette,L,65,79,,15,,,
271,michigan,basketball,,regular,Alabama,L,66,68,,15,,,
272,michigan,basketball,,regular,Boston College,L,58,62,,-,,,
273,michigan,basketball,,regular,Arkansas-Pine Bluff,W,67,53,,-,,,
274,michigan,basketball,,regular,Utah,L,52,68,,-,,,
275,michigan,basketball,,regular,Detroit Mercy,W,75,64,,-,,,
276,michigan,basketball,,regular,Kansas (1),L,64,75,,-,1.0,,
277,michigan,basketball,,regular,Coppin State,W,76,46,,-,,,
278,michigan,basketball,,regular,Indiana,L,65,71,,-,,,
279,michigan,basketball,,regular,Ohio State (15),W,73,64,,-,15.0,,
280,michigan,basketball,,regular,Penn State,W,64,55,,-,,,
281,michigan,basketball,,regular,Northwestern,L,62,68,,-,,,
282,michigan,basketball,,regular,Indiana,W,69,45,,-,,,
283,michigan,basketball,,regular,Connecticut (15),W,68,63,,-,15.0,,
284,michigan,basketball,,regular,Wisconsin (18),L,48,54,,-,18.0,,
285,michigan,basketball,,regular,Purdue (13),L,59,69,,-,13.0,,
286,michigan,basketball,,regular,Michigan State (5),L,56,57,,-,5.0,,
287,michigan,basketball,,regular,Iowa,W,60,46,,-,,,
288,michigan,basketball,,regular,Northwestern,L,52,67,,-,,,
289,michigan,basketball,,regular,Wisconsin (16),L,44,62,,-,16.0,,
290,michigan,basketball,,regular,Minnesota,W,71,63,,-,,,
291,michigan,basketball,,regular,Iowa,W,80,78,OT,-,,,
292,michigan,basketball,,regular,Penn State,L,51,55,,-,,,
293,michigan,basketball,,regular,Illinois,L,44,51,,-,,,
294,michigan,basketball,,regular,Ohio State (9),L,55,66,,-,9.0,,
295,michigan,basketball,,regular,Minnesota,W,83,55,,-,,,
296,michigan,basketball,,regular,Michigan State (11),L,48,64,,-,11.0,,
297,michigan,basketball,,CTOURN,Iowa,W,59,52,,-,,,
298,michigan,basketball,,CTOURN,Ohio State (5),L,68,69,,-,5.0,,
299,michigan,basketball,,regular,South Carolina Upstate,W,66,35,,-,,,
300,michigan,basketball,,regular,Bowling Green State,W,69,50,,-,,,
301,michigan,basketball,,regular,Gardner-Webb,W,80,58,,-,,,
302,michigan,basketball,,regular,Syracuse (9),L,50,53,,-,9.0,,
303,michigan,basketball,,regular,UTEP,L,56,65,,-,,,
304,michigan,basketball,,regular,Clemson,W,69,61,,-,,,
305,michigan,basketball,,regular,Harvard,W,65,62,,-,,,
306,michigan,basketball,,regular,Concordia (MI),W,86,65,,-,,,
307,michigan,basketball,,regular,Utah,W,75,64,,-,,,
308,michigan,basketball,,regular,North Carolina Central,W,64,44,,-,,,
309,michigan,basketball,,regular,Oakland,W,69,51,,-,,,
310,michigan,basketball,,regular,Bryant,W,87,71,,-,,,
311,michigan,basketball,,regular,Purdue (12),L,57,80,,-,12.0,,
312,michigan,basketball,,regular,Penn State,W,76,69,,-,,,
313,michigan,basketball,,regular,Wisconsin,L,50,66,,-,,,
314,michigan,basketball,,regular,Kansas (3),L,60,67,OT,-,3.0,,
315,michigan,basketball,,regular,Ohio State (2),L,64,68,,-,2.0,,
316,michigan,basketball,,regular,Indiana,L,61,80,,-,,,
