,school,sport,gamedate,type,opponent,conf,result,team_points,opp_points,ot,w,l,streak,arena,attendance,rank,gametime,Game String,US State,start_dt,opponent_rank,end_inc_window
566,michigan state,basketball,2015-02-10,REG,Northwestern,Big Ten,W,68,44,,16,8,W 1,Welsh-Ryan Arena,0.0,-,7:00p,NORTHWESTERN,ILL.,2015-02-10 19:00:00,,2015-02-11 05:00:00
567,michigan state,basketball,2015-02-14,REG,Ohio State (23),Big Ten,W,59,56,,17,8,W 2,Breslin Events Center,0.0,-,12:00p,OHIO STATE,MICH.,2015-02-14 12:00:00,23,2015-02-14 22:00:00
568,michigan state,basketball,2015-02-17,REG,Michigan,Big Ten,W,80,67,,18,8,W 3,Crisler Arena,0.0,-,9:00p,MICHIGAN,MICH.,2015-02-17 21:00:00,,2015-02-18 07:00:00
569,michigan state,basketball,2015-02-22,REG,Illinois,Big Ten,W,60,53,,19,8,W 4,State Farm Center,0.0,-,7:30p,ILLINOIS,ILL.,2015-02-22 19:30:00,,2015-02-23 05:30:00
570,michigan state,basketball,2015-02-26,REG,Minnesota,Big Ten,L,90,96,OT,19,9,L 1,Breslin Events Center,0.0,-,7:00p,MINNESOTA,MICH.,2015-02-26 19:00:00,,2015-02-27 05:00:00
571,michigan state,basketball,2015-03-01,REG,Wisconsin (5),Big Ten,L,61,68,,19,10,L 2,Kohl Center,0.0,-,4:00p,WISCONSIN,WIS.,2015-03-01 16:00:00,5,2015-03-02 02:00:00
572,michigan state,basketball,2015-03-04,REG,Purdue,Big Ten,W,72,66,,20,10,W 1,Breslin Events Center,0.0,-,8:00p,PURDUE,MICH.,2015-03-04 20:00:00,,2015-03-05 06:00:00
573,michigan state,basketball,2015-03-07,REG,Indiana,Big Ten,W,74,72,,21,10,W 2,Assembly Hall,0.0,-,12:00p,INDIANA,IND.,2015-03-07 12:00:00,,2015-03-07 22:00:00
574,michigan state,basketball,2015-03-13,CTOURN,Ohio State,Big Ten,W,76,67,,22,10,W 3,United Center,0.0,-,9:15p,OHIO STATE,ILL.,2015-03-13 21:00:00,,2015-03-14 07:00:00
575,michigan state,basketball,2015-03-14,CTOURN,Maryland (8),Big Ten,W,62,58,,23,10,W 4,United Center,0.0,-,3:25p,MARYLAND,ILL.,2015-03-14 15:30:00,8,2015-03-15 01:30:00
576,michigan state,basketball,2015-03-15,CTOURN,Wisconsin (6),Big Ten,L,69,80,OT,23,11,L 1,United Center,0.0,-,3:30p,WISCONSIN,ILL.,2015-03-15 15:30:00,6,2015-03-16 01:30:00
577,michigan state,basketball,2015-03-20,NCAA,Georgia,SEC,W,70,63,,24,11,W 1,Spectrum Center,0.0,,12:40p,GEORGIA,N.C.,2015-03-20 12:40:00,,2015-03-20 22:40:00
578,michigan state,basketball,2015-03-22,NCAA,Virginia (6),ACC,W,60,54,,25,11,W 2,Spectrum Center,0.0,,12:10p,VIRGINIA,N.C.,2015-03-22 12:10:00,6,2015-03-22 22:10:00
579,michigan state,basketball,2015-03-27,NCAA,Oklahoma (13),Big 12,W,62,58,,26,11,W 3,Carrier Dome,0.0,,10:16p,OKLAHOMA,N.Y.,2015-03-27 22:07:00,13,2015-03-28 08:07:00
580,michigan state,basketball,2015-03-29,NCAA,Louisville (17),ACC,W,76,70,OT,27,11,W 4,Carrier Dome,0.0,,2:20p,LOUISVILLE,N.Y.,2015-03-29 14:20:00,17,2015-03-30 00:20:00
581,michigan state,basketball,2015-04-04,NCAA,Duke (4),ACC,L,61,81,,27,12,L 1,Lucas Oil Stadium,0.0,,6:09p,DUKE,IND.,2015-04-04 18:09:00,4,2015-04-05 04:09:00
582,michigan state,basketball,2015-11-13,REG,Florida Atlantic,CUSA,W,82,55,,1,0,W 1,Breslin Events Center,0.0,13,7:00p,FLORIDA ATLANTIC,MICH.,2015-11-13 19:00:00,,2015-11-14 05:00:00
583,michigan state,basketball,2015-11-17,REG,Kansas (4),Big 12,W,79,73,,2,0,W 2,United Center,0.0,13,10:00p,KANSAS,ILL.,2015-11-17 22:00:00,4,2015-11-18 08:00:00
584,michigan state,basketball,2015-11-20,REG,Arkansas-Pine Bluff,SWAC,W,92,46,,3,0,W 3,Breslin Events Center,0.0,13,7:00p,ARKANSAS-PINE BLUFF,MICH.,2015-11-20 19:00:00,,2015-11-21 05:00:00
585,michigan state,basketball,2015-11-23,REG,Eastern Michigan,MAC,W,89,65,,4,0,W 4,Breslin Events Center,0.0,3,7:00p,EASTERN MICHIGAN,MICH.,2015-11-23 19:00:00,,2015-11-24 05:00:00
586,michigan state,basketball,2015-11-26,REG,Boston College,ACC,W,99,68,,5,0,W 5,Titan Gym,0.0,3,6:30p,BOSTON COLLEGE,CALIF.,2015-11-26 18:30:00,,2015-11-27 04:30:00
587,michigan state,basketball,2015-11-27,REG,Boise State,MWC,W,77,67,,6,0,W 6,Titan Gym,0.0,3,5:30p,BOISE STATE,CALIF.,2015-11-27 17:30:00,,2015-11-28 03:30:00
588,michigan state,basketball,2015-11-29,REG,Providence,Big East,W,77,64,,7,0,W 7,Honda Center,0.0,3,10:00p,PROVIDENCE,CALIF.,2015-11-29 22:00:00,,2015-11-30 08:00:00
589,michigan state,basketball,2015-12-02,REG,Louisville (24),ACC,W,71,67,,8,0,W 8,Breslin Events Center,0.0,3,7:15p,LOUISVILLE,MICH.,2015-12-02 19:15:00,24,2015-12-03 05:15:00
590,michigan state,basketball,2015-12-05,REG,Binghamton,AEC,W,76,33,,9,0,W 9,Breslin Events Center,0.0,3,12:00p,BINGHAMTON,MICH.,2015-12-05 12:00:00,,2015-12-05 22:00:00
591,michigan state,basketball,2015-12-09,REG,Maryland-Eastern Shore,MEAC,W,78,35,,10,0,W 10,Breslin Events Center,0.0,1,7:00p,MARYLAND-EASTERN SHORE,MICH.,2015-12-09 19:00:00,,2015-12-10 05:00:00
592,michigan state,basketball,2015-12-12,REG,Florida,SEC,W,58,52,,11,0,W 11,Breslin Events Center,0.0,1,6:00p,FLORIDA,MICH.,2015-12-12 18:00:00,,2015-12-13 04:00:00
593,michigan state,basketball,2015-12-19,REG,Northeastern,CAA,W,78,58,,12,0,W 12,Matthews Arena,0.0,1,12:30p,NORTHEASTERN,MASS.,2015-12-19 12:30:00,,2015-12-19 22:30:00
594,michigan state,basketball,2015-12-22,REG,Oakland,Horizon,W,99,93,OT,13,0,W 13,Palace of Auburn Hills,0.0,1,7:00p,OAKLAND,MICH.,2015-12-22 19:00:00,,2015-12-23 05:00:00
595,michigan state,basketball,2015-12-29,REG,Iowa,Big Ten,L,70,83,,13,1,L 1,Carver-Hawkeye Arena,0.0,1,9:00p,IOWA,IOWA,2015-12-29 21:00:00,,2015-12-30 07:00:00
596,michigan state,basketball,2016-01-02,REG,Minnesota,Big Ten,W,69,61,,14,1,W 1,Williams Arena,0.0,1,3:00p,MINNESOTA,MINN.,2016-01-02 15:00:00,,2016-01-03 01:00:00
597,michigan state,basketball,2016-01-07,REG,Illinois,Big Ten,W,79,54,,15,1,W 2,Breslin Events Center,0.0,5,9:00p,ILLINOIS,MICH.,2016-01-07 21:00:00,,2016-01-08 07:00:00
598,michigan state,basketball,2016-01-10,REG,Penn State,Big Ten,W,92,65,,16,1,W 3,Bryce Jordan Center,0.0,5,12:00p,PENN STATE,PA.,2016-01-10 12:00:00,,2016-01-10 22:00:00
599,michigan state,basketball,2016-01-14,REG,Iowa (16),Big Ten,L,59,76,,16,2,L 1,Breslin Events Center,0.0,4,7:00p,IOWA,MICH.,2016-01-14 19:00:00,16,2016-01-15 05:00:00
600,michigan state,basketball,2016-01-17,REG,Wisconsin,Big Ten,L,76,77,,16,3,L 2,Kohl Center,0.0,4,1:30p,WISCONSIN,WIS.,2016-01-17 13:30:00,,2016-01-17 23:30:00
601,michigan state,basketball,2016-01-20,REG,Nebraska,Big Ten,L,71,72,,16,4,L 3,Breslin Events Center,0.0,11,6:30p,NEBRASKA,MICH.,2016-01-20 18:30:00,,2016-01-21 04:30:00
602,michigan state,basketball,2016-01-23,REG,Maryland (7),Big Ten,W,74,65,,17,4,W 1,Breslin Events Center,0.0,11,6:30p,MARYLAND,MICH.,2016-01-23 18:30:00,7,2016-01-24 04:30:00
603,michigan state,basketball,2016-01-28,REG,Northwestern,Big Ten,W,76,45,,18,4,W 2,Welsh-Ryan Arena,0.0,12,9:00p,NORTHWESTERN,ILL.,2016-01-28 21:00:00,,2016-01-29 07:00:00
604,michigan state,basketball,2016-01-31,REG,Rutgers,Big Ten,W,96,62,,19,4,W 3,Breslin Events Center,0.0,12,5:15p,RUTGERS,MICH.,2016-01-31 17:15:00,,2016-02-01 03:15:00
605,michigan state,basketball,2016-02-06,REG,Michigan,Big Ten,W,89,73,,20,4,W 4,Crisler Arena,0.0,10,2:00p,MICHIGAN,MICH.,2016-02-06 14:00:00,,2016-02-07 00:00:00
606,michigan state,basketball,2016-02-09,REG,Purdue (18),Big Ten,L,81,82,OT,20,5,L 1,Mackey Arena,0.0,8,7:00p,PURDUE,IND.,2016-02-09 19:00:00,18,2016-02-10 05:00:00
607,michigan state,basketball,2016-02-14,REG,Indiana,Big Ten,W,88,69,,21,5,W 1,Breslin Events Center,0.0,8,1:00p,INDIANA,MICH.,2016-02-14 13:00:00,,2016-02-14 23:00:00
608,michigan state,basketball,2016-02-18,REG,Wisconsin,Big Ten,W,69,57,,22,5,W 2,Breslin Events Center,0.0,8,9:00p,WISCONSIN,MICH.,2016-02-18 21:00:00,,2016-02-19 07:00:00
609,michigan state,basketball,2016-02-23,REG,Ohio State,Big Ten,W,81,62,,23,5,W 3,Value City Arena,0.0,6,9:00p,OHIO STATE,OHIO,2016-02-23 21:00:00,,2016-02-24 07:00:00
610,michigan state,basketball,2016-02-28,REG,Penn State,Big Ten,W,88,57,,24,5,W 4,Breslin Events Center,0.0,6,12:00p,PENN STATE,MICH.,2016-02-28 12:00:00,,2016-02-28 22:00:00
611,michigan state,basketball,2016-03-02,REG,Rutgers,Big Ten,W,97,66,,25,5,W 5,Louis Brown Athletic Center,0.0,2,7:00p,RUTGERS,N.J.,2016-03-02 19:00:00,,2016-03-03 05:00:00
612,michigan state,basketball,2016-03-05,REG,Ohio State,Big Ten,W,91,76,,26,5,W 6,Breslin Events Center,0.0,2,12:00p,OHIO STATE,MICH.,2016-03-05 12:00:00,,2016-03-05 22:00:00
613,michigan state,basketball,2016-03-11,CTOURN,Ohio State,Big Ten,W,81,54,,27,5,W 7,Bankers Life Fieldhouse,0.0,2,6:30p,OHIO STATE,IND.,2016-03-11 18:30:00,,2016-03-12 04:30:00
614,michigan state,basketball,2016-03-12,CTOURN,Maryland (18),Big Ten,W,64,61,,28,5,W 8,Bankers Life Fieldhouse,0.0,2,3:30p,MARYLAND,IND.,2016-03-12 15:30:00,18,2016-03-13 01:30:00
615,michigan state,basketball,2016-03-13,CTOURN,Purdue (13),Big Ten,W,66,62,,29,5,W 9,Bankers Life Fieldhouse,0.0,2,3:00p,PURDUE,IND.,2016-03-13 15:00:00,13,2016-03-14 01:00:00
616,michigan state,basketball,2016-03-18,NCAA,Middle Tennessee,CUSA,L,81,90,,29,6,L 1,Scottrade Center,0.0,,2:45p,MIDDLE TENNESSEE STATE,MO.,2016-03-18 14:45:00,,2016-03-19 00:45:00
617,michigan state,basketball,2016-11-11,REG,Arizona (10),Pac-12,L,63,65,,0,1,L 1,Stan Sheriff Center,0.0,12,7:00p,ARIZONA,HAWAII,2016-11-11 19:00:00,10,2016-11-12 05:00:00
618,michigan state,basketball,2016-11-15,REG,Kentucky (2),SEC,L,48,69,,0,2,L 2,Madison Square Garden (IV),0.0,13,7:00p,KENTUCKY,N.Y.,2016-11-15 19:00:00,2,2016-11-16 05:00:00
619,michigan state,basketball,2016-11-18,REG,Mississippi Valley State,SWAC,W,100,53,,1,2,W 1,Breslin Events Center,0.0,13,7:00p,MISSISSIPPI VALLEY STATE,MICH.,2016-11-18 19:00:00,,2016-11-19 05:00:00
620,michigan state,basketball,2016-11-20,REG,Florida Gulf Coast,A-Sun,W,78,77,,2,2,W 2,Breslin Events Center,0.0,13,7:00p,FLORIDA GULF COAST,MICH.,2016-11-20 19:00:00,,2016-11-21 05:00:00
621,michigan state,basketball,2016-11-23,REG,St. John's (NY),Big East,W,73,62,,3,2,W 3,Imperial Arena at Atlantis Resort,0.0,24,7:00p,ST. JOHN'S,BAHAMAS,2016-11-23 19:00:00,,2016-11-24 05:00:00
622,michigan state,basketball,2016-11-24,REG,Baylor (20),Big 12,L,58,73,,3,3,L 1,Imperial Arena at Atlantis Resort,0.0,24,12:00p,VS. BAYLOR,BAHAMAS,2016-11-24 12:00:00,20,2016-11-24 22:00:00
623,michigan state,basketball,2016-11-25,REG,Wichita State,MVC,W,77,72,,4,3,W 1,Imperial Arena at Atlantis Resort,0.0,24,1:00p,WICHITA STATE,BAHAMAS,2016-11-25 13:00:00,,2016-11-25 23:00:00
624,michigan state,basketball,2016-11-29,REG,Duke (5),ACC,L,69,78,,4,4,L 1,Cameron Indoor Stadium,0.0,-,9:30p,DUKE,N.C.,2016-11-29 21:30:00,5,2016-11-30 07:30:00
625,michigan state,basketball,2016-12-03,REG,Oral Roberts,Summit,W,80,76,,5,4,W 1,Breslin Events Center,0.0,-,4:30p,ORAL ROBERTS,MICH.,2016-12-03 16:30:00,,2016-12-04 02:30:00
626,michigan state,basketball,2016-12-06,REG,Youngstown State,Horizon,W,77,57,,6,4,W 2,Breslin Events Center,0.0,-,7:00p,YOUNGSTOWN STATE,MICH.,2016-12-06 19:00:00,,2016-12-07 05:00:00
627,michigan state,basketball,2016-12-10,REG,Tennessee Tech,OVC,W,71,63,,7,4,W 3,Breslin Events Center,0.0,-,2:00p,TENNESSEE TECH,MICH.,2016-12-10 14:00:00,,2016-12-11 00:00:00
628,michigan state,basketball,2016-12-18,REG,Northeastern,CAA,L,73,81,,7,5,L 1,Breslin Events Center,0.0,-,7:00p,NORTHEASTERN,MICH.,2016-12-18 19:00:00,,2016-12-19 05:00:00
629,michigan state,basketball,2016-12-21,REG,Oakland,Horizon,W,77,65,,8,5,W 1,Breslin Events Center,0.0,-,7:00p,OAKLAND,MICH.,2016-12-21 19:00:00,,2016-12-22 05:00:00
630,michigan state,basketball,2016-12-27,REG,Minnesota,Big Ten,W,75,74,OT,9,5,W 2,Williams Arena,0.0,-,9:00p,MINNESOTA,MINN.,2016-12-27 21:00:00,,2016-12-28 07:00:00
631,michigan state,basketball,2016-12-30,REG,Northwestern,Big Ten,W,61,52,,10,5,W 3,Breslin Events Center,0.0,-,6:00p,NORTHWESTERN,MICH.,2016-12-30 18:00:00,,2016-12-31 04:00:00
632,michigan state,basketball,2017-01-04,REG,Rutgers,Big Ten,W,93,65,,11,5,W 4,Breslin Events Center,0.0,-,6:30p,RUTGERS,MICH.,2017-01-04 18:30:00,,2017-01-05 04:30:00
633,michigan state,basketball,2017-01-07,REG,Penn State,Big Ten,L,63,72,,11,6,L 1,The Palestra,0.0,-,1:00p,PENN STATE,PA.,2017-01-07 13:00:00,,2017-01-07 23:00:00
634,michigan state,basketball,2017-01-11,REG,Minnesota (24),Big Ten,W,65,47,,12,6,W 1,Breslin Events Center,0.0,-,7:00p,MINNESOTA,MICH.,2017-01-11 19:00:00,24,2017-01-12 05:00:00
635,michigan state,basketball,2017-01-15,REG,Ohio State,Big Ten,L,67,72,,12,7,L 1,Value City Arena,0.0,-,1:30p,OHIO STATE,OHIO,2017-01-15 13:30:00,,2017-01-15 23:30:00
636,michigan state,basketball,2017-01-21,REG,Indiana,Big Ten,L,75,82,,12,8,L 2,Assembly Hall,0.0,-,4:00p,INDIANA,IND.,2017-01-21 16:00:00,,2017-01-22 02:00:00
637,michigan state,basketball,2017-01-24,REG,Purdue (20),Big Ten,L,73,84,,12,9,L 3,Breslin Events Center,0.0,-,7:00p,PURDUE,MICH.,2017-01-24 19:00:00,20,2017-01-25 05:00:00
638,michigan state,basketball,2017-01-29,REG,Michigan,Big Ten,W,70,62,,13,9,W 1,Breslin Events Center,0.0,-,1:00p,MICHIGAN,MICH.,2017-01-29 13:00:00,,2017-01-29 23:00:00
639,michigan state,basketball,2017-02-02,REG,Nebraska,Big Ten,W,72,61,,14,9,W 2,Pinnacle Bank Arena,0.0,-,7:00p,NEBRASKA,NEB.,2017-02-02 19:00:00,,2017-02-03 05:00:00
640,michigan state,basketball,2017-02-07,REG,Michigan,Big Ten,L,57,86,,14,10,L 1,Crisler Arena,0.0,-,9:00p,MICHIGAN,MICH.,2017-02-07 21:00:00,,2017-02-08 07:00:00
641,michigan state,basketball,2017-02-11,REG,Iowa,Big Ten,W,77,66,,15,10,W 1,Breslin Events Center,0.0,-,6:00p,IOWA,MICH.,2017-02-11 18:00:00,,2017-02-12 04:00:00
642,michigan state,basketball,2017-02-14,REG,Ohio State,Big Ten,W,74,66,,16,10,W 2,Breslin Events Center,0.0,-,9:00p,OHIO STATE,MICH.,2017-02-14 21:00:00,,2017-02-15 07:00:00
643,michigan state,basketball,2017-02-18,REG,Purdue (16),Big Ten,L,63,80,,16,11,L 1,Mackey Arena,0.0,-,4:00p,PURDUE,IND.,2017-02-18 16:00:00,16,2017-02-19 02:00:00
644,michigan state,basketball,2017-02-23,REG,Nebraska,Big Ten,W,88,72,,17,11,W 1,Breslin Events Center,0.0,-,7:00p,NEBRASKA,MICH.,2017-02-23 19:00:00,,2017-02-24 05:00:00
645,michigan state,basketball,2017-02-26,REG,Wisconsin (16),Big Ten,W,84,74,,18,11,W 2,Breslin Events Center,0.0,-,4:00p,WISCONSIN,MICH.,2017-02-26 16:00:00,16,2017-02-27 02:00:00
646,michigan state,basketball,2017-03-01,REG,Illinois,Big Ten,L,70,73,,18,12,L 1,State Farm Center,0.0,-,9:00p,ILLINOIS,ILL.,2017-03-01 21:00:00,,2017-03-02 07:00:00
647,michigan state,basketball,2017-03-04,REG,Maryland,Big Ten,L,60,63,,18,13,L 2,Xfinity Center,0.0,-,2:00p,MARYLAND,MD.,2017-03-04 14:00:00,,2017-03-05 00:00:00
648,michigan state,basketball,2017-03-09,CTOURN,Penn State,Big Ten,W,78,51,,19,13,W 1,Verizon Center,0.0,-,2:25p,PENN STATE,D.C.,2017-03-09 14:30:00,,2017-03-10 00:30:00
649,michigan state,basketball,2017-03-10,CTOURN,Minnesota,Big Ten,L,58,63,,19,14,L 1,Verizon Center,0.0,-,2:45p,MINNESOTA,D.C.,2017-03-10 14:30:00,,2017-03-11 00:30:00
650,michigan state,basketball,2017-03-17,NCAA,Miami (FL),ACC,W,78,58,,20,14,W 1,BOK Center,0.0,,9:20p,MIAMI,OKLA.,2017-03-17 21:20:00,,2017-03-18 07:20:00
651,michigan state,basketball,2017-03-19,NCAA,Kansas (3),Big 12,L,70,90,,20,15,L 1,BOK Center,0.0,,5:15p,KANSAS,OKLA.,2017-03-19 17:15:00,3,2017-03-20 03:15:00
652,michigan state,basketball,2017-11-10,REG,North Florida,A-Sun,W,98,66,,1,0,W 1,Breslin Events Center,0.0,2,8:00p,NORTH FLORIDA,MICH.,2017-11-10 20:00:00,,2017-11-11 06:00:00
653,michigan state,basketball,2017-11-14,REG,Duke (1),ACC,L,81,88,,1,1,L 1,United Center,0.0,2,7:00p,DUKE (CHAMPIONS CLASSIC),ILL.,2017-11-14 19:00:00,1,2017-11-15 05:00:00
654,michigan state,basketball,2017-11-19,REG,Stony Brook,AEC,W,93,71,,2,1,W 1,Breslin Events Center,0.0,2,4:00p,STONY BROOK (PK80),MICH.,2017-11-19 16:00:00,,2017-11-20 02:00:00
655,michigan state,basketball,2017-11-23,REG,DePaul,Big East,W,73,51,,3,1,W 2,Moda Center,0.0,4,11:30p,DEPAUL (PK80),ORE.,2017-11-23 23:30:00,,2017-11-24 09:30:00
656,michigan state,basketball,2017-11-25,REG,Connecticut,AAC,W,77,57,,4,1,W 3,Memorial Coliseum,0.0,4,12:00a,UCONN (PK80),ORE.,2017-11-25 00:00:00,,2017-11-25 10:00:00
657,michigan state,basketball,2017-11-26,REG,North Carolina (9),ACC,W,63,45,,5,1,W 4,Moda Center,0.0,4,8:30p,NORTH CAROLINA (PK80),ORE.,2017-11-26 20:30:00,9,2017-11-27 06:30:00
658,michigan state,basketball,2017-11-30,REG,Notre Dame (5),ACC,W,81,63,,6,1,W 5,Breslin Events Center,0.0,3,7:00p,NOTRE DAME,MICH.,2017-11-30 19:00:00,5,2017-12-01 05:00:00
659,michigan state,basketball,2017-12-03,REG,Nebraska,Big Ten,W,86,57,,7,1,W 6,Breslin Events Center,0.0,3,4:30p,NEBRASKA,MICH.,2017-12-03 16:30:00,,2017-12-04 02:30:00
660,michigan state,basketball,2017-12-05,REG,Rutgers,Big Ten,W,62,52,,8,1,W 7,Louis Brown Athletic Center,0.0,3,7:00p,RUTGERS,N.J.,2017-12-05 19:00:00,,2017-12-06 05:00:00
661,michigan state,basketball,2017-12-09,REG,Southern Utah,Big Sky,W,88,63,,9,1,W 8,Breslin Events Center,0.0,3,6:00p,SOUTHERN UTAH,MICH.,2017-12-09 18:00:00,,2017-12-10 04:00:00
662,michigan state,basketball,2017-12-16,REG,Oakland,Horizon,W,86,73,,10,1,W 9,Little Caesars Arena,0.0,2,2:00p,OAKLAND,MICH.,2017-12-16 14:30:00,,2017-12-17 00:30:00
663,michigan state,basketball,2017-12-18,REG,Houston Baptist,Southland,W,107,62,,11,1,W 10,Breslin Events Center,0.0,2,6:00p,HOUSTON BAPTIST,MICH.,2017-12-18 18:00:00,,2017-12-19 04:00:00
664,michigan state,basketball,2017-12-21,REG,Long Beach State,Big West,W,102,60,,12,1,W 11,Breslin Events Center,0.0,2,7:00p,LONG BEACH STATE,MICH.,2017-12-21 19:00:00,,2017-12-22 05:00:00
665,michigan state,basketball,2017-12-29,REG,Cleveland State,Horizon,W,111,61,,13,1,W 12,Breslin Events Center,0.0,2,6:00p,CLEVELAND STATE,MICH.,2017-12-29 18:00:00,,2017-12-30 04:00:00
666,michigan state,basketball,2017-12-31,REG,Savannah State,MEAC,W,108,52,,14,1,W 13,Breslin Events Center,0.0,2,12:00p,SAVANNAH STATE,MICH.,2017-12-31 12:00:00,,2017-12-31 22:00:00
667,michigan state,basketball,2018-01-04,REG,Maryland,Big Ten,W,91,61,,15,1,W 14,Breslin Events Center,0.0,1,8:00p,MARYLAND,MICH.,2018-01-04 20:00:00,,2018-01-05 06:00:00
668,michigan state,basketball,2018-01-07,REG,Ohio State,Big Ten,L,64,80,,15,2,L 1,Value City Arena,0.0,1,4:30p,OHIO STATE,OHIO,2018-01-07 16:30:00,,2018-01-08 02:30:00
669,michigan state,basketball,2018-01-10,REG,Rutgers,Big Ten,W,76,72,OT,16,2,W 1,Breslin Events Center,0.0,4,7:00p,RUTGERS,MICH.,2018-01-10 19:00:00,,2018-01-11 05:00:00
670,michigan state,basketball,2018-01-13,REG,Michigan,Big Ten,L,72,82,,16,3,L 1,Breslin Events Center,0.0,4,12:00p,MICHIGAN,MICH.,2018-01-13 12:00:00,,2018-01-13 22:00:00
671,michigan state,basketball,2018-01-19,REG,Indiana,Big Ten,W,85,57,,17,3,W 1,Breslin Events Center,0.0,9,7:00p,INDIANA,MICH.,2018-01-19 19:00:00,,2018-01-20 05:00:00
672,michigan state,basketball,2018-01-22,REG,Illinois,Big Ten,W,87,74,,18,3,W 2,State Farm Center,0.0,6,9:00p,ILLINOIS,ILL.,2018-01-22 21:00:00,,2018-01-23 07:00:00
673,michigan state,basketball,2018-01-26,REG,Wisconsin,Big Ten,W,76,61,,19,3,W 3,Breslin Events Center,0.0,6,8:00p,WISCONSIN,MICH.,2018-01-26 20:00:00,,2018-01-27 06:00:00
674,michigan state,basketball,2018-01-28,REG,Maryland,Big Ten,W,74,68,,20,3,W 4,Xfinity Center,0.0,6,1:00p,MARYLAND,MD.,2018-01-28 13:00:00,,2018-01-28 23:00:00
675,michigan state,basketball,2018-01-31,REG,Penn State,Big Ten,W,76,68,,21,3,W 5,Breslin Events Center,0.0,5,6:30p,PENN STATE,MICH.,2018-01-31 18:30:00,,2018-02-01 04:30:00
676,michigan state,basketball,2018-02-03,REG,Indiana,Big Ten,W,63,60,,22,3,W 6,Assembly Hall,0.0,5,8:15p,INDIANA,IND.,2018-02-03 20:20:00,,2018-02-04 06:20:00
677,michigan state,basketball,2018-02-06,REG,Iowa,Big Ten,W,96,93,,23,3,W 7,Carver-Hawkeye Arena,0.0,4,9:00p,IOWA,IOWA,2018-02-06 21:00:00,,2018-02-07 07:00:00
678,michigan state,basketball,2018-02-10,REG,Purdue (3),Big Ten,W,68,65,,24,3,W 8,Breslin Events Center,0.0,4,4:00p,PURDUE,MICH.,2018-02-10 16:00:00,3,2018-02-11 02:00:00
679,michigan state,basketball,2018-02-13,REG,Minnesota,Big Ten,W,87,57,,25,3,W 9,Williams Arena,0.0,2,9:00p,MINNESOTA,MINN.,2018-02-13 21:00:00,,2018-02-14 07:00:00
680,michigan state,basketball,2018-02-17,REG,Northwestern,Big Ten,W,65,60,,26,3,W 10,Allstate Arena,0.0,2,2:00p,NORTHWESTERN,ILL.,2018-02-17 14:00:00,,2018-02-18 00:00:00
681,michigan state,basketball,2018-02-20,REG,Illinois,Big Ten,W,81,61,,27,3,W 11,Breslin Events Center,0.0,2,7:00p,ILLINOIS,MICH.,2018-02-20 19:00:00,,2018-02-21 05:00:00
682,michigan state,basketball,2018-02-25,REG,Wisconsin,Big Ten,W,68,63,,28,3,W 12,Kohl Center,0.0,2,1:00p,WISCONSIN,WIS.,2018-02-25 13:00:00,,2018-02-25 23:00:00
683,michigan state,basketball,2018-03-02,CTOURN,Wisconsin,Big Ten,W,63,60,,29,3,W 13,Madison Square Garden (IV),0.0,2,12:00p,WISCONSIN,"NEW YORK, N.Y.",2018-03-02 12:00:00,,2018-03-02 22:00:00
684,michigan state,basketball,2018-03-03,CTOURN,Michigan (15),Big Ten,L,64,75,,29,4,L 1,Madison Square Garden (IV),0.0,2,2:00p,MICHIGAN,"NEW YORK, N.Y.",2018-03-03 14:00:00,15,2018-03-04 00:00:00
685,michigan state,basketball,2018-03-16,NCAA,Bucknell,Patriot,W,82,78,,30,4,W 1,Little Caesars Arena,0.0,,7:10p,BUCKNELL,MICH. (LITTLE CAESARS ARENA),2018-03-16 19:10:00,,2018-03-17 05:10:00
686,michigan state,basketball,2018-03-18,NCAA,Syracuse,ACC,L,53,55,,30,5,L 1,Little Caesars Arena,0.0,,2:40p,SYRACUSE,MICH. (LITTLE CAESARS ARENA),2018-03-18 14:40:00,,2018-03-19 00:40:00
687,michigan state,basketball,2018-11-06,REG,Kansas (1),Big 12,L,87,92,,0,1,L 1,Bankers Life Fieldhouse,0.0,10,7:00p,#1 KANSAS,IND.,2018-11-06 19:00:00,1,2018-11-07 05:00:00
688,michigan state,basketball,2018-11-11,REG,Florida Gulf Coast,A-Sun,W,106,82,,1,1,W 1,Breslin Events Center,0.0,10,6:00p,FLORIDA GULF COAST,MICH. BRESLIN CENTER,2018-11-11 18:00:00,,2018-11-12 04:00:00
689,michigan state,basketball,2018-11-14,REG,Louisiana-Monroe,Sun Belt,W,80,59,,2,1,W 2,Breslin Events Center,0.0,11,7:00p,LOUISIANA MONROE,MICH. BRESLIN CENTER,2018-11-14 19:00:00,,2018-11-15 05:00:00
690,michigan state,basketball,2018-11-18,REG,Tennessee Tech,OVC,W,101,33,,3,1,W 3,Breslin Events Center,0.0,11,6:00p,TENNESSEE TECH,MICH. BRESLIN CENTER,2018-11-18 18:00:00,,2018-11-19 04:00:00
691,michigan state,basketball,2018-11-22,REG,UCLA (17),Pac-12,W,87,67,,4,1,W 4,Orleans Arena,0.0,11,10:00p,#17 UCLA,NEV.,2018-11-22 22:00:00,17,2018-11-23 08:00:00
