,Unnamed: 0,school,gamedate,type,opponent,conf,result,team_points,opp_points,ot,w,l,streak,arena,rank,gametime,Game String,Start time,US State,Attendance
702,738,michigan-state,2019-01-08,REG,Purdue,Big Ten,W,77,59,,14,2,W 9,Breslin Events Center,6,9:00p,,,,
703,739,michigan-state,2019-01-13,REG,Penn State,Big Ten,W,71,56,,15,2,W 10,Bryce Jordan Center,6,4:30p,,,,
704,740,michigan-state,2019-01-17,REG,Nebraska,Big Ten,W,70,64,,16,2,W 11,Pinnacle Bank Arena,6,8:00p,,,,
705,741,michigan-state,2019-01-21,REG,Maryland (13),Big Ten,W,69,55,,17,2,W 12,Breslin Events Center,6,6:30p,,,,
706,742,michigan-state,2019-01-24,REG,Iowa (19),Big Ten,W,82,67,,18,2,W 13,Carver-Hawkeye Arena,6,7:00p,,,,
707,743,michigan-state,2019-01-27,REG,Purdue,Big Ten,L,63,73,,18,3,L 1,Mackey Arena,6,1:00p,,,,
708,744,michigan-state,2019-02-02,REG,Indiana,Big Ten,L,75,79,OT,18,4,L 2,Breslin Events Center,6,6:00p,,,,
709,745,michigan-state,2019-02-05,REG,Illinois,Big Ten,L,74,79,,18,5,L 3,State Farm Center,9,7:00p,,,,
710,746,michigan-state,2019-02-09,REG,Minnesota,Big Ten,W,79,55,,19,5,W 1,Breslin Events Center,9,2:00p,,,,
711,747,michigan-state,2019-02-12,REG,Wisconsin (20),Big Ten,W,67,59,,20,5,W 2,Kohl Center,11,7:00p,,,,
712,748,michigan-state,2019-02-17,REG,Ohio State,Big Ten,W,62,44,,21,5,W 3,Breslin Events Center,11,1:00p,,,,
713,749,michigan-state,2019-02-20,REG,Rutgers,Big Ten,W,71,60,,22,5,W 4,Breslin Events Center,10,6:30p,,,,
714,750,michigan-state,2019-02-24,REG,Michigan (7),Big Ten,W,77,70,,23,5,W 5,Crisler Arena,10,3:45p,,,,
715,751,michigan-state,2019-03-02,REG,Indiana,Big Ten,L,62,63,,23,6,L 1,Assembly Hall,6,12:00p,,,,
716,752,michigan-state,2019-03-05,REG,Nebraska,Big Ten,W,91,76,,24,6,W 1,Breslin Events Center,9,7:00p,,,,
717,753,michigan-state,2019-03-09,REG,Michigan (7),Big Ten,W,75,63,,25,6,W 2,Breslin Events Center,9,8:00p,,,,
718,755,michigan-state,2019-03-15,CTOURN,Ohio State,Big Ten,W,77,70,,26,6,W 3,United Center,6,12:30p,,,,
719,756,michigan-state,2019-03-16,CTOURN,Wisconsin (19),Big Ten,W,67,55,,27,6,W 4,United Center,6,1:00p,,,,
720,757,michigan-state,2019-03-17,CTOURN,Michigan (10),Big Ten,W,65,60,,28,6,W 5,United Center,6,3:30p,,,,
721,759,michigan-state,2019-03-21,NCAA,Bradley,MVC,W,76,65,,29,6,W 6,Wells Fargo Arena,,2:45p,,,,
722,760,michigan-state,2019-03-23,NCAA,Minnesota,Big Ten,W,70,50,,30,6,W 7,Wells Fargo Arena,,7:45p,,,,
723,761,michigan-state,2019-03-29,NCAA,Louisiana State (12),SEC,W,80,63,,31,6,W 8,Capital One Arena,,7:09p,,,,
724,762,michigan-state,2019-03-31,NCAA,Duke (1),ACC,W,68,67,,32,6,W 9,Capital One Arena,,5:05p,,,,
725,763,michigan-state,2019-04-06,NCAA,Texas Tech (9),Big 12,L,51,61,,32,7,L 1,U.S. Bank Stadium,,8:49p,,,,
